waveAng,fluxmaggies,fluxmaggies_adj
3748.001469,6.800304677033633e-09,3.5367984854821485e-09
3749.5776300000007,8.217736112547082e-09,4.27399624241935e-09
3751.15379,9.29313193812116e-09,4.833303289356449e-09
3752.72995,8.512223329387587e-09,4.427157312692113e-09
3754.3061110000003,9.486577936204814e-09,4.933913415746153e-09
3755.8822709999995,1.0647764523232722e-08,5.53783973337608e-09
3757.458431,1.0779270516436873e-08,5.6062352273554985e-09
3759.034592,9.613888850308716e-09,5.000127073747201e-09
3760.610752,8.826159487205976e-09,4.590433662832722e-09
3762.186912,1.0199679522563832e-08,5.304793358691541e-09
3763.7630730000005,8.605384253888383e-09,4.4756097618585915e-09
3765.3392329999997,6.502778183039768e-09,3.3820567050289624e-09
3766.915393,7.91354814166161e-09,4.115789866995753e-09
3768.491554,8.489688290773464e-09,4.4154369715859444e-09
3770.0677139999993,8.087895640604888e-09,4.2064669762571525e-09
3771.643874,8.41448156699651e-09,4.376322396668335e-09
3773.220035,8.575606651553137e-09,4.460122605938023e-09
3774.796195,9.707441160830304e-09,5.0487830804822456e-09
3776.372355,1.0306315516081868e-08,5.360254112037815e-09
3777.9485160000004,9.036121704833191e-09,4.699633777912909e-09
3779.5246759999995,9.221626098667375e-09,4.796113522618881e-09
3781.100836,1.0177848032621275e-08,5.293438929113493e-09
3782.676997,1.0466711664555653e-08,5.443675205936024e-09
3784.253157,9.634334999075468e-09,5.010760995523737e-09
3785.829317,9.367061055627762e-09,4.87175338876353e-09
3787.4054780000006,8.994721298863605e-09,4.678101670149254e-09
3788.9816379999997,1.0787718931996544e-08,5.6106291986222685e-09
3790.557798,1.1407478726521182e-08,5.93296262436425e-09
3792.1339590000002,9.27315240749818e-09,4.822912052933374e-09
3793.7101189999994,9.02169734817946e-09,4.692131754813964e-09
3795.286279,7.987387343048345e-09,4.1541932015574825e-09
3796.86244,8.237900369766647e-09,4.284483554059354e-09
3798.4386,1.004884718221508e-08,5.2263463451762734e-09
3800.01476,1.00559110303714e-08,5.230020211076036e-09
3801.5909210000004,9.650698474535266e-09,5.019271542914194e-09
3803.1670809999996,9.11746192102341e-09,4.741938346177614e-09
3804.743241,1.0557501553115867e-08,5.490894493248446e-09
3806.319402,1.1331603045138034e-08,5.893500128528268e-09
3807.895562,1.1359848958223265e-08,5.908190661874266e-09
3809.471722,1.1424740960154132e-08,5.941940610597021e-09
3811.0478830000006,1.2679004845743636e-08,6.59427588403406e-09
3812.624043,1.2552269165405613e-08,6.528361401733012e-09
3814.200203,1.0228071902867505e-08,5.3195600687768115e-09
3815.7763640000003,1.0712698134105718e-08,5.571611322665029e-09
3817.3525239999994,1.245089039342512e-08,6.475634898402715e-09
3818.928684,1.2541232606807707e-08,6.522621352487007e-09
3820.504845,1.1628059348702089e-08,6.047685309230253e-09
3822.081005,1.0681729287607886e-08,5.555504607658483e-09
3823.657165,1.0297642034781083e-08,5.355743085402189e-09
3825.2333260000005,9.864234223018378e-09,5.130330230384769e-09
3826.8094859999997,9.106454820354493e-09,4.736213617827301e-09
3828.385646,8.793375270208061e-09,4.573382784301126e-09
3829.961807,8.512777560015196e-09,4.42744556478337e-09
3831.537967,8.408215345848665e-09,4.373063371886659e-09
3833.114127,8.293444234263167e-09,4.313371591457527e-09
3834.690288,8.837934124849918e-09,4.596557582651615e-09
3836.266448,9.857167337570925e-09,5.126654784807743e-09
3837.842608,8.956180480081407e-09,4.658056816871065e-09
3839.4187690000003,8.939401603891827e-09,4.6493302220030715e-09
3840.9949289999995,7.624793176204077e-09,3.9656101069690094e-09
3842.571089,8.591831703332876e-09,4.468561159986234e-09
3844.14725,1.1597610498903786e-08,6.031849041450221e-09
3845.72341,1.3522649981406506e-08,7.0330507595442536e-09
3847.29957,1.3101127753842538e-08,6.813819526996652e-09
3848.8757310000005,1.315588426163415e-08,6.842298064801247e-09
3850.4518909999997,1.3291959328604254e-08,6.913069907186062e-09
3852.0280510000002,1.202152366657963e-08,6.2523237878943575e-09
3853.604212,1.02619561570327e-08,5.337183070172307e-09
3855.1803719999994,1.3294742746609801e-08,6.91451754652783e-09
3856.756532,1.5518491858852857e-08,8.071076387021473e-09
3858.332693,1.3504732192317724e-08,7.023731822772727e-09
3859.908853,1.2278126533351777e-08,6.3857814304078085e-09
3861.485013,1.2281315777640996e-08,6.387440137613979e-09
3863.0611740000004,1.2889425128009474e-08,6.703714235839964e-09
