waveAng,fluxAng
3519.45822,1.5092371060893907e-17
3521.034381,4.2680193828489676e-17
3522.6105410000005,1.771573537862576e-17
3524.1867009999996,6.6860194564404954e-18
3525.762862,1.234485082225894e-17
3527.339022,2.6953860378858327e-17
3528.915182,2.3614249193675756e-17
3530.491343,-5.111885262231843e-18
3532.0675030000007,-4.786299076598107e-18
3533.643663,7.837683166986258e-19
3535.219824,7.285926251349677e-19
3536.7959840000003,-1.3607340408932584e-17
3538.3721439999995,-1.3089551075322471e-17
3539.948305,3.603454499714695e-18
3541.524465,2.026488835954461e-18
3543.100625,2.2297904741911928e-18
3544.676786,9.946122839987104e-18
3546.2529460000005,-1.4897734818311516e-17
3547.8291059999997,-2.836091083273205e-18
3549.405267,3.5902325211471905e-17
3550.981427,2.538611096834098e-17
3552.5575869999993,4.192912009107506e-18
3554.133748,-1.5898256654451066e-17
3555.709908,-1.2547318168205302e-17
3557.286068,1.3738796795982868e-17
3558.862229,2.1739191316250663e-17
3560.4383890000004,2.574149859786031e-17
3562.0145489999995,2.104828698569747e-17
3563.59071,-6.018299236089012e-18
3565.16687,-1.3321404716872761e-17
3566.743031,1.1108528913737194e-17
3568.319191,2.3844457842500098e-17
3569.8953510000006,1.568926422542482e-17
3571.4715119999996,4.5656087425269756e-18
3573.047672,-4.74698522670622e-18
3574.623832,-7.668848449763673e-18
3576.199993,-4.9263777592865545e-18
3577.776153,-1.5738364828502163e-17
3579.352313,-2.6109138436961185e-17
3580.928474,-2.0414667788293522e-17
3582.504634,1.838355615714121e-18
3584.0807940000004,1.7700404950291148e-17
3585.6569549999995,1.8131712073249717e-17
3587.233115,1.4202207167122375e-17
3588.809275,9.31249844209923e-18
3590.385436,1.7853429878307178e-17
3591.961596,9.477048283131589e-18
3593.5377560000006,-1.2151499961670147e-17
3595.1139169999997,-1.2411857790208685e-17
3596.6900769999997,-1.3206837336645714e-18
3598.2662370000003,1.0121354443956528e-17
3599.8423979999993,1.2842301892235393e-17
3601.418558,-1.0906307488956435e-18
3602.994718,1.5116381634510968e-17
3604.570879,6.4713379445515774e-18
3606.147039,2.7383668427941787e-18
3607.7231990000005,3.2174517536628514e-17
3609.2993599999995,2.847957272956209e-17
3610.87552,1.7469360961367106e-18
3612.45168,3.622239115176289e-18
3614.027841,1.1578485818494356e-17
3615.604001,5.5181688945110054e-18
3617.1801610000007,1.239594799178272e-17
3618.7563219999997,2.411345773507635e-17
3620.332482,2.537159726447252e-17
3621.9086420000003,1.5748682051971382e-17
3623.4848029999994,1.5214784674861838e-17
3625.060963,1.942803848598268e-17
3626.637123,1.6611650809436104e-17
3628.213284,1.7926615734725357e-18
3629.789444,-2.982408864535219e-18
3631.3656040000005,8.06411689576968e-18
3632.9417649999996,1.0522651694783481e-17
3634.517925,3.496580857527753e-18
3636.094085,-8.912284654764173e-18
3637.670246,-1.6834484626991497e-17
3639.246406,-1.1018222097727077e-17
3640.822566,-4.001273048193581e-18
3642.398727,4.510806566365536e-18
3643.974887,9.356840955950213e-18
3645.5510470000004,1.3390644675284432e-17
3647.1272079999994,1.0530427471719727e-17
3648.703368,7.464771045022236e-18
3650.279528,-6.318345347381007e-18
3651.855689,-2.3431103614459932e-17
3653.431849,-2.459731008892532e-18
3655.0080090000006,2.2426104429213357e-17
3656.5841699999996,5.095513750023524e-18
3658.16033,6.605289179987073e-19
3659.7364900000002,2.1484534138763766e-18
3661.312651,-1.2992684271207768e-17
3662.888811,-1.678893308763239e-17
3664.464971,-8.440111218361932e-18
3666.041132,-1.4282967518839356e-18
3667.617292,4.168695578795037e-18
3669.1934520000004,-3.0577556159013765e-18
3670.7696129999995,-1.0391314885161853e-17
3672.345773,-1.1651218733730574e-17
3673.921933,5.823041620394711e-18
3675.498094,1.827461949618028e-17
3677.074254,4.095337929195895e-18
3678.6504140000006,1.1855191049912694e-17
3680.2265749999997,6.207207178576941e-18
3681.8027349999998,-4.317677980015848e-18
3683.3788950000003,-1.3709195949562257e-18
3684.9550559999993,-3.2163959632453512e-18
3686.531216,-2.007217823319485e-18
3688.107376,-1.9643187161795563e-18
3689.683537,8.583503969632224e-19
3691.259697,3.240409110693747e-19
3692.8358570000005,8.150815766221254e-18
3694.4120179999995,7.067837173815782e-18
3695.988178,-6.892107187364428e-18
3697.564338,-1.857898423681179e-18
3699.140499,-6.338530314333474e-18
3700.716659,1.9181355982862643e-18
3702.292819,1.2333620012643334e-17
3703.8689799999997,-1.411789196079018e-18
3705.44514,-5.007274833742975e-18
3707.0213000000003,-3.891844303122903e-18
3708.5974609999994,-4.37392784840999e-18
3710.173621,8.990494855519146e-18
3711.749781,5.581497496847451e-18
3713.325942,-1.6603945957879136e-17
3714.902102,-3.070193212979402e-17
3716.4782630000004,-6.395473151544721e-18
3718.0544229999996,1.2274221234040248e-17
3719.630583,5.8976466861224605e-18
3721.206744,2.6529494102774894e-17
3722.782904,7.453917144541201e-17
3724.359064,1.1799111131889457e-16
3725.9352250000006,1.394417410752241e-16
3727.511385,1.2614253976345247e-16
3729.087545,9.045303609599769e-17
3730.6637060000003,5.565479417810467e-17
3732.2398659999994,3.0477310240748924e-17
3733.816026,-9.927835033239129e-18
3735.392187,-1.7885477552428435e-18
3736.968347,9.334844300638858e-18
3738.544507,2.1552584734130993e-18
3740.1206680000005,9.569077678752755e-18
3741.6968279999996,1.3724349126892055e-18
3743.272988,-1.4662441474544033e-18
3744.849149,-1.0072792712034737e-17
3746.425309,-1.3194321106542541e-17
3748.001469,-4.2251294690322685e-18
3749.5776300000007,1.5492352980482986e-17
3751.15379,2.4813048188008868e-17
3752.72995,6.733228692707378e-18
3754.3061110000003,5.740963190478744e-18
3755.8822709999995,7.048556814431625e-18
3757.458431,8.98516938834139e-18
3759.034592,8.67869516416926e-18
3760.610752,4.817135604056554e-19
3762.186912,6.8813918220247325e-18
3763.7630730000005,-6.510420867038927e-18
3765.3392329999997,-2.2334236892224737e-17
3766.915393,-8.168636279999469e-18
3768.491554,3.194818987865102e-18
3770.0677139999993,2.2018019718397868e-18
3771.643874,9.543288636278497e-18
3773.220035,1.3307143220796851e-18
3774.796195,3.613289786814384e-18
3776.372355,6.223694999690692e-18
3777.9485160000004,-8.274660717128812e-18
3779.5246759999995,-1.0421101256332652e-17
3781.100836,-7.43585106034713e-18
3782.676997,-6.1552633448104086e-18
3784.253157,-1.371482450912014e-17
3785.829317,-1.483242439659655e-17
3787.4054780000006,-1.0592381942616502e-17
3788.9816379999997,6.429071150384329e-18
3790.557798,1.2905977047213292e-17
3792.1339590000002,-4.258129301403969e-18
3793.7101189999994,-3.3818652249211016e-18
3795.286279,-4.704119105384939e-18
3796.86244,3.40022306462297e-18
3798.4386,2.4396315051179928e-17
3800.01476,2.2291909094722363e-17
3801.5909210000004,7.091512745008795e-18
3803.1670809999996,-5.287482820836655e-18
3804.743241,-1.9834041929088674e-19
3806.319402,4.409423164505869e-18
3807.895562,5.887885978939817e-18
3809.471722,2.0032266316866417e-18
3811.0478830000006,6.947577863628062e-18
3812.624043,6.434747052141768e-18
3814.200203,-5.662077970061038e-18
3815.7763640000003,1.1238243795079096e-18
3817.3525239999994,1.2806316599156318e-17
3818.928684,9.353830227737437e-18
3820.504845,9.18235480119147e-18
3822.081005,3.9731165202761285e-18
3823.657165,-2.6871617680999705e-18
3825.2333260000005,8.58063958227683e-20
3826.8094859999997,-1.1280886170715014e-18
3828.385646,-2.6657735342245308e-18
3829.961807,-2.672878718949842e-18
3831.537967,-2.060495547001824e-18
3833.114127,5.3267593123544944e-18
3834.690288,1.604098809225456e-17
3836.266448,2.5647491390250604e-17
3837.842608,1.2760996353220979e-17
3839.4187690000003,9.793296232642617e-18
3840.9949289999995,-5.699671861976482e-18
3842.571089,-5.637982015932827e-18
3844.14725,8.540579975324608e-18
3845.72341,1.9069737565490442e-17
3847.29957,1.417638313338541e-17
3848.8757310000005,1.1574961352146156e-17
3850.4518909999997,1.4478647822064677e-17
3852.0280510000002,3.1481620096173646e-18
3853.604212,-1.4558235767278417e-17
3855.1803719999994,9.277503585523812e-18
3856.756532,2.898778622924367e-17
3858.332693,1.338979029254379e-17
3859.908853,7.601188231699667e-18
3861.485013,6.497730118203981e-18
3863.0611740000004,4.019081921195547e-18
3864.6373339999996,4.4497357615714834e-18
3866.213495,8.917065477128128e-18
3867.789655,6.046932532214905e-18
3869.365815,-1.3291927625490963e-18
3870.941976,-3.094973275055675e-19
3872.5181360000006,1.4486101590354326e-17
3874.0942959999998,1.1655757033765695e-17
3875.6704569999997,9.013511963490927e-18
3877.2466170000002,2.0797976190642403e-17
3878.8227769999994,1.7052499280735498e-17
3880.398938,6.8858436177806775e-18
3881.975098,-7.315578637883496e-18
3883.551258,-8.079331228539095e-18
3885.127419,2.3951377261216747e-18
3886.7035790000004,3.2292027042304008e-18
3888.2797389999996,6.894974030029682e-20
3889.8559,7.733656126143916e-18
3891.43206,9.29291560638782e-18
3893.00822,3.527201306136956e-18
3894.584381,6.854916061611755e-18
3896.1605410000006,1.674581830626449e-17
3897.736701,9.71413904885221e-18
3899.3128619999998,6.108737463225259e-18
3900.8890220000003,6.559768472593221e-18
3902.4651819999995,5.038181697323475e-18
3904.041343,1.791840505302829e-17
3905.617503,3.0768255442397595e-17
3907.193663,2.0486168528565037e-17
3908.769824,8.221588759264557e-18
3910.3459840000005,9.38486124175446e-18
3911.9221439999997,1.1841802793479517e-17
3913.498305,1.5638027098068147e-17
3915.074465,9.748118556363308e-18
3916.650625,5.771250530265922e-18
3918.226786,1.2506176829742266e-17
3919.802946,2.4074481195230834e-18
3921.379106,2.1970928128753042e-18
3922.955267,5.455510883748019e-18
3924.5314270000003,-6.219932786848132e-18
3926.1075869999995,-1.1551575339681983e-17
3927.683748,-9.719469836047524e-18
3929.259908,-1.0427360437279796e-17
3930.836068,2.4750465732078812e-18
3932.412229,1.5165663314160513e-17
3933.9883890000006,6.467037179778282e-18
3935.5645489999997,-8.47671722990562e-18
3937.14071,-9.470097070523438e-18
3938.71687,-1.3373359343768281e-18
3940.2930299999994,3.0389987790122676e-18
3941.869191,3.067413041382183e-18
3943.445351,6.57378583153084e-18
3945.021511,1.1880112360388614e-17
3946.597672,6.464159772849933e-18
3948.1738320000004,3.0578974663772685e-18
3949.7499919999996,-3.966536952792703e-19
3951.326153,-7.855641324877913e-18
3952.902313,-7.291904437160963e-18
3954.478473,3.4005905578853524e-18
3956.054634,6.294948601511093e-19
3957.6307940000006,-4.4971377063584916e-18
3959.2069539999998,-2.8201182323135987e-18
3960.783115,-5.365013278036181e-18
3962.3592750000003,-8.126343333071648e-18
3963.9354349999994,-1.0403223411682555e-17
3965.511596,-7.569845709225194e-18
3967.087756,6.997919944506281e-19
3968.663916,1.7087825475702762e-17
3970.240077,2.009591552181502e-17
3971.8162370000005,1.8655026485259615e-17
3973.3923969999996,1.2063590922621836e-17
3974.968558,1.6069574520717368e-17
3976.544718,2.2004270426438415e-17
3978.120878,1.2223133979177412e-17
3979.697039,-4.141824815776648e-19
3981.2731990000007,-5.735801668258971e-18
3982.849359,1.8674987284072865e-19
3984.42552,1.3780020791843719e-18
3986.0016800000003,2.5146123198911197e-18
3987.5778399999995,1.2822460212961264e-19
3989.154001,2.6920124053742155e-18
3990.730161,1.1348972213986465e-17
3992.306321,8.353562845618256e-18
3993.882482,9.633669940896728e-19
3995.4586420000005,-1.9861272831163201e-19
3997.0348019999997,3.6324923601656465e-18
3998.610963,7.334069671923553e-18
4000.187123,2.2351108363312803e-18
4001.7632829999993,-5.093094788259723e-18
4003.339444,-1.0949930419738106e-17
4004.915604,-1.0373348196163154e-17
4006.491764,1.1518689361808328e-17
4008.067925,1.1879464707989045e-17
4009.6440850000004,8.580743050187659e-18
4011.2202449999995,9.790572069745953e-18
4012.796406,4.80513916726431e-18
4014.372566,-3.705746452556867e-18
4015.948727,-1.2679078713124614e-17
4017.524887,-1.7029580224144049e-18
4019.1010470000006,6.13929739247905e-18
4020.6772079999996,3.0122182110201813e-18
4022.253368,2.6629184107763625e-19
4023.829528,-7.562712389469635e-18
4025.405689,-4.662464164491544e-18
4026.981849,-3.698798578237607e-18
4028.558009,2.500624349837925e-18
4030.13417,7.382671073092522e-18
4031.71033,-3.870974519199801e-18
4033.2864900000004,-1.0837498792528166e-17
4034.8626509999995,-2.854933003453243e-18
4036.438811,6.7038730077078385e-18
4038.014971,2.514696871463153e-18
4039.591132,-3.247544363540999e-18
4041.167292,6.193231328509199e-18
4042.7434520000006,1.9118460397162348e-19
4044.3196129999997,-7.404314117837987e-18
4045.895773,1.1179104161923816e-17
