waveAng,fluxmaggies,fluxmaggies_adj
3681.8027349999998,6.49868458882831e-09,6.759855301489301e-09
3683.3788950000003,7.115285124703181e-09,7.401235929270528e-09
3684.9550559999993,7.011920486017137e-09,7.293717247411503e-09
3686.531216,6.7868703997750895e-09,7.059622793712495e-09
3688.107376,6.528504921037381e-09,6.790874060442796e-09
3689.683537,7.303768918243939e-09,7.597294555227173e-09
3691.259697,7.655456160531484e-09,7.963115489717586e-09
3692.8358570000005,8.713610680578603e-09,9.063795380296034e-09
3694.4120179999995,8.590067348860943e-09,8.935287059195032e-09
3695.988178,6.813125908849222e-09,7.086933465554175e-09
3697.564338,7.209196450799213e-09,7.498921386520056e-09
3699.140499,7.011436210033562e-09,7.293213509227228e-09
3700.716659,8.728393520474922e-09,9.079172316548023e-09
3702.292819,9.761158800725775e-09,1.0153442618402527e-08
3703.8689799999997,7.280949436774422e-09,7.573557998900972e-09
3705.44514,6.115517520646484e-09,6.361289422225414e-09
3707.0213000000003,6.436042253790405e-09,6.694695481095556e-09
3708.5974609999994,6.83953743778475e-09,7.114406427421287e-09
3710.173621,8.323694881827258e-09,8.65820955084144e-09
3711.749781,7.901076880650224e-09,8.218607274917404e-09
3713.325942,5.614873608746235e-09,5.8405255113510415e-09
3714.902102,4.774251520761888e-09,4.966120298982591e-09
3716.4782630000004,7.973713929854555e-09,8.294163479474943e-09
3718.0544229999996,1.0223805433619375e-08,1.063468220640442e-08
3719.630583,8.506495034227917e-09,8.848356120109151e-09
3721.206744,9.658544270019496e-09,1.0046704190044715e-08
3722.782904,1.521291264034888e-08,1.5824292863780476e-08
3724.359064,2.162030689228684e-08,2.2489189030175907e-08
3725.9352250000006,2.5520600681763656e-08,2.654622877257003e-08
3727.511385,2.38623122085675e-08,2.4821296599957122e-08
3729.087545,1.931684693714742e-08,2.0093157067602246e-08
3730.6637060000003,1.5355871749552207e-08,1.597299724834248e-08
3732.2398659999994,1.166744438932338e-08,1.2136338474648033e-08
3733.816026,5.502596435250887e-09,5.723736115571856e-09
3735.392187,5.573562931141725e-09,5.797554630214108e-09
3736.968347,7.336087098186955e-09,7.630911546025256e-09
3738.544507,7.59735495754438e-09,7.902679301491056e-09
3740.1206680000005,9.845107075776399e-09,1.0240764627094468e-08
3741.6968279999996,9.418680368928086e-09,9.797200580311746e-09
3743.272988,8.770466874327148e-09,9.12293652455072e-09
3744.849149,7.147632539310183e-09,7.434883329622364e-09
3746.425309,6.1894886437144426e-09,6.438233314730621e-09
3748.001469,6.800304677033633e-09,7.073596970964297e-09
3749.5776300000007,8.217736112547082e-09,8.5479924848387e-09
3751.15379,9.29313193812116e-09,9.666606578712898e-09
3752.72995,8.512223329387587e-09,8.854314625384226e-09
3754.3061110000003,9.486577936204814e-09,9.867826831492307e-09
3755.8822709999995,1.0647764523232722e-08,1.107567946675216e-08
3757.458431,1.0779270516436873e-08,1.1212470454710997e-08
3759.034592,9.613888850308716e-09,1.0000254147494401e-08
3760.610752,8.826159487205976e-09,9.180867325665444e-09
3762.186912,1.0199679522563832e-08,1.0609586717383082e-08
3763.7630730000005,8.605384253888383e-09,8.951219523717183e-09
3765.3392329999997,6.502778183039768e-09,6.764113410057925e-09
3766.915393,7.91354814166161e-09,8.231579733991506e-09
3768.491554,8.489688290773464e-09,8.830873943171889e-09
3770.0677139999993,8.087895640604888e-09,8.412933952514305e-09
3771.643874,8.41448156699651e-09,8.75264479333667e-09
3773.220035,8.575606651553137e-09,8.920245211876046e-09
3774.796195,9.707441160830304e-09,1.0097566160964491e-08
3776.372355,1.0306315516081868e-08,1.072050822407563e-08
3777.9485160000004,9.036121704833191e-09,9.399267555825819e-09
3779.5246759999995,9.221626098667375e-09,9.592227045237762e-09
3781.100836,1.0177848032621275e-08,1.0586877858226985e-08
3782.676997,1.0466711664555653e-08,1.0887350411872048e-08
3784.253157,9.634334999075468e-09,1.0021521991047474e-08
3785.829317,9.367061055627762e-09,9.74350677752706e-09
3787.4054780000006,8.994721298863605e-09,9.356203340298509e-09
3788.9816379999997,1.0787718931996544e-08,1.1221258397244537e-08
3790.557798,1.1407478726521182e-08,1.18659252487285e-08
3792.1339590000002,9.27315240749818e-09,9.645824105866748e-09
3793.7101189999994,9.02169734817946e-09,9.384263509627929e-09
3795.286279,7.987387343048345e-09,8.308386403114965e-09
3796.86244,8.237900369766647e-09,8.568967108118708e-09
3798.4386,1.004884718221508e-08,1.0452692690352547e-08
3800.01476,1.00559110303714e-08,1.0460040422152072e-08
3801.5909210000004,9.650698474535266e-09,1.0038543085828387e-08
3803.1670809999996,9.11746192102341e-09,9.483876692355228e-09
3804.743241,1.0557501553115867e-08,1.0981788986496893e-08
3806.319402,1.1331603045138034e-08,1.1787000257056536e-08
3807.895562,1.1359848958223265e-08,1.1816381323748531e-08
3809.471722,1.1424740960154132e-08,1.1883881221194042e-08
3811.0478830000006,1.2679004845743636e-08,1.318855176806812e-08
