lambdag(A)1,fluxg1,lambda(A)1,flux1,fluxerror,lambda(A),flux,lambdag(A),fluxg,lambda2(galaxy),flux2(galaxy),lambda2,flux2,,waves1m,flux_corr1m,waves2m,flux_corr2m,wavesgm,flux_corrgm,,waves1,flux_corr1,waves2,flux_corr2,wavesg,flux_corrg
7059.05,0.016834665,6002.631,1.82E-17,3.11E-18,4928.268473,1.82E-17,5795.607553,0.01683467,7485.025754,0.036903322,6145.341342,0.036903322,,6002.631,1.99E-17,7059.05,0.018117067,7485.025754,0.039454737,,4928.268473,2.04E-17,5795.607553,0.018481265,6145.341342,0.040277261
7061,0.018412635,6003.8309,1.86E-17,3.12E-18,4929.253622,1.84E-17,5797.208539,0.01841263,7486.945517,0.035628408,6146.917502,0.035628408,,6003.8309,2.04E-17,7061,0.019814645,7486.945517,0.03809056,,4929.253622,2.06E-17,5797.208539,0.020212992,6146.917502,0.038884813
7062.95,0.016526865,6005.0308,1.82E-17,3.09E-18,4930.238771,1.87E-17,5798.809524,0.01652686,7488.865281,0.035548382,6148.493662,0.035548382,,6005.0308,1.99E-17,7062.95,0.01778475,7488.865281,0.038003886,,4930.238771,2.09E-17,5798.809524,0.018142319,6148.493662,0.038796501
7064.9,0.015928052,6006.2307,2.19E-17,3.05E-18,4931.223921,2.10E-17,5800.410509,0.01592805,7490.785044,0.035256058,6150.069823,0.035256058,,6006.2307,2.39E-17,7064.9,0.017139845,7490.785044,0.037690263,,4931.223921,2.35E-17,5800.410509,0.017484482,6150.069823,0.038476504
7066.85,0.020578334,6007.4306,1.52E-17,2.93E-18,4932.20907,1.57E-17,5802.011494,0.02057833,7492.704807,0.034274533,6151.645983,0.034274533,,6007.4306,1.66E-17,7066.85,0.022143252,7492.704807,0.036639894,,4932.20907,1.76E-17,5802.011494,0.022588531,6151.645983,0.037404387
7068.8,0.019748673,6008.6306,1.41E-17,2.85E-18,4933.194219,1.44E-17,5803.612479,0.01974867,7494.62457,0.03529549,6153.222143,0.03529549,,6008.6306,1.54E-17,7068.8,0.021249859,7494.62457,0.037730202,,4933.194219,1.61E-17,5803.612479,0.021677212,6153.222143,0.038517612
7070.75,0.009306795,6009.8305,1.81E-17,2.88E-18,4934.179369,1.78E-17,5805.213465,0.009306795,7496.544334,0.036805738,6154.798304,0.036805738,,6009.8305,1.98E-17,7070.75,0.010013945,7496.544334,0.039343472,,4934.179369,1.99E-17,5805.213465,0.010215354,6154.798304,0.040164726
7072.7,0.009582033,6011.0304,1.88E-17,2.90E-18,4935.164518,1.89E-17,5806.81445,0.009582033,7498.464097,0.036628988,6156.374464,0.036628988,,6011.0304,2.06E-17,7072.7,0.010309787,7498.464097,0.039153386,,4935.164518,2.12E-17,5806.81445,0.010517165,6156.374464,0.039970846
7074.65,0.015964923,6012.2303,1.93E-17,2.93E-18,4936.149668,1.92E-17,5808.415435,0.01596492,7500.38386,0.036046553,6157.950624,0.036046553,,6012.2303,2.11E-17,7074.65,0.017176939,7500.38386,0.03852968,,4936.149668,2.15E-17,5808.415435,0.017522477,6157.950624,0.03933429
7076.6,0.016447822,6013.4302,1.75E-17,2.86E-18,4937.134817,1.74E-17,5810.01642,0.01644782,7502.303624,0.036032345,6159.526785,0.036032345,,6013.4302,1.92E-17,7076.6,0.017695967,7502.303624,0.038513363,,4937.134817,1.95E-17,5810.01642,0.01805198,6159.526785,0.039317804
7078.55,0.019307274,6014.6301,1.33E-17,2.77E-18,4938.119966,1.35E-17,5811.617406,0.01930727,7504.223387,0.035294082,6161.102945,0.035294082,,6014.6301,1.46E-17,7078.55,0.020771784,7504.223387,0.037723159,,4938.119966,1.51E-17,5811.617406,0.021189716,6161.102945,0.038511264
7080.5,0.017887656,6015.83,1.18E-17,2.77E-18,4939.105116,1.22E-17,5813.218391,0.01788766,7506.14315,0.032141253,6162.679105,0.032141253,,6015.83,1.30E-17,7080.5,0.019243906,7506.14315,0.034352332,,4939.105116,1.37E-17,5813.218391,0.019631142,6162.679105,0.035070168
7082.45,0.020047944,6017.0299,1.60E-17,2.80E-18,4940.090265,1.58E-17,5814.819376,0.02004794,7508.062914,0.031635001,6164.255266,0.031635001,,6017.0299,1.75E-17,7082.45,0.021567339,7508.062914,0.033810262,,4940.090265,1.77E-17,5814.819376,0.022001361,6164.255266,0.034516922
7084.4,0.020748615,6018.2299,1.77E-17,2.83E-18,4941.075414,1.77E-17,5816.420361,0.02074862,7509.982677,0.03264175,6165.831426,0.03264175,,6018.2299,1.93E-17,7084.4,0.022320441,7509.982677,0.034885212,,4941.075414,1.98E-17,5816.420361,0.022769673,6165.831426,0.035614496
7086.35,0.01514493,6019.4298,1.89E-17,2.85E-18,4942.060564,1.90E-17,5818.021346,0.01514493,7511.90244,0.033639155,6167.407586,0.033639155,,6019.4298,2.06E-17,7086.35,0.016291755,7511.90244,0.035950115,,4942.060564,2.13E-17,5818.021346,0.016619679,6167.407586,0.036701822
7088.3,0.015723916,6020.6297,2.03E-17,2.84E-18,4943.045713,1.96E-17,5819.622332,0.01572392,7513.822203,0.03480456,6168.983747,0.03480456,,6020.6297,2.22E-17,7088.3,0.016914075,7513.822203,0.03719449,,4943.045713,2.19E-17,5819.622332,0.017254564,6168.983747,0.037972384
7090.25,0.013738897,6021.8296,1.45E-17,2.76E-18,4944.030862,1.54E-17,5821.223317,0.0137389,7515.741967,0.03689947,6170.559907,0.03689947,,6021.8296,1.59E-17,7090.25,0.014778364,7515.741967,0.039432095,,4944.030862,1.72E-17,5821.223317,0.015075889,6170.559907,0.040256964
7092.2,0.012200391,6023.0295,1.69E-17,2.81E-18,4945.016012,1.58E-17,5822.824302,0.01220039,7517.66173,0.037816145,6172.136067,0.037816145,,6023.0295,1.85E-17,7092.2,0.013123062,7517.66173,0.040410502,,4945.016012,1.77E-17,5822.824302,0.013387284,6172.136067,0.041256019
7094.15,0.013791019,6024.2294,8.92E-18,2.73E-18,4946.001161,9.96E-18,5824.425287,0.01379102,7519.581493,0.036701322,6173.712228,0.036701322,,6024.2294,9.76E-18,7094.15,0.014833537,7519.581493,0.039218047,,4946.001161,1.11E-17,5824.425287,0.015132232,6173.712228,0.040038791
7096.1,0.012889366,6025.4293,1.29E-17,2.78E-18,4946.986311,1.26E-17,5826.026273,0.01288937,7521.501257,0.035379805,6175.288388,0.035379805,,6025.4293,1.41E-17,7096.1,0.013863308,7521.501257,0.037804801,,4946.986311,1.41E-17,5826.026273,0.014142497,6175.288388,0.03859614
7098.05,0.01381279,6026.6292,1.55E-17,2.81E-18,4947.97146,1.54E-17,5827.627258,0.01381279,7523.42102,0.035666578,6176.864548,0.035666578,,6026.6292,1.69E-17,7098.05,0.01485606,7523.42102,0.038110113,,4947.97146,1.72E-17,5827.627258,0.01515527,6176.864548,0.038908014
7100,0.011688146,6027.8292,1.56E-17,2.83E-18,4948.956609,1.54E-17,5829.228243,0.01168815,7525.340783,0.036043972,6178.440709,0.036043972,,6027.8292,1.71E-17,7100,0.012570565,7525.340783,0.038512234,,4948.956609,1.72E-17,5829.228243,0.012823775,6178.440709,0.039318728
7101.95,0.011819148,6029.0291,1.36E-17,2.80E-18,4949.941759,1.39E-17,5830.829228,0.01181915,7527.260546,0.035267405,6180.016869,0.035267405,,6029.0291,1.49E-17,7101.95,0.012711075,7527.260546,0.037681385,,4949.941759,1.56E-17,5830.829228,0.01296714,6180.016869,0.038470649
7103.9,0.014375915,6030.229,1.57E-17,2.82E-18,4950.926908,1.58E-17,5832.430213,0.01437591,7529.18031,0.035383102,6181.593029,0.035383102,,6030.229,1.72E-17,7103.9,0.015460323,7529.18031,0.037803893,,4950.926908,1.77E-17,5832.430213,0.015771796,6181.593029,0.038595894
7105.85,0.01521908,6031.4289,1.86E-17,2.87E-18,4951.912057,1.82E-17,5834.031199,0.01521908,7531.100073,0.035288572,6183.16919,0.035288572,,6031.4289,2.04E-17,7105.85,0.016366597,7531.100073,0.037701792,,4951.912057,2.04E-17,5834.031199,0.016696371,6183.16919,0.038491824
7107.8,0.017754583,6032.6288,1.56E-17,2.84E-18,4952.897207,1.58E-17,5835.632184,0.01775458,7533.019836,0.03517247,6184.74535,0.03517247,,6032.6288,1.71E-17,7107.8,0.019092703,7533.019836,0.037576649,,4952.897207,1.77E-17,5835.632184,0.019477444,6184.74535,0.038364229
7109.75,0.01662364,6033.8287,1.50E-17,2.87E-18,4953.882356,1.52E-17,5837.233169,0.01662364,7534.9396,0.034505367,6186.32151,0.034505367,,6033.8287,1.64E-17,7109.75,0.017875985,7534.9396,0.036862868,,4953.882356,1.70E-17,5837.233169,0.018236251,6186.32151,0.037635654
7111.7,0.015857665,6035.0286,1.80E-17,2.87E-18,4954.867506,1.77E-17,5838.834154,0.01585766,7536.859363,0.034444876,6187.897671,0.034444876,,6035.0286,1.96E-17,7111.7,0.017051793,7536.859363,0.036797166,,4954.867506,1.98E-17,5838.834154,0.017395481,6187.897671,0.037568742
7113.65,0.012443894,6036.2285,1.82E-17,2.84E-18,4955.852655,1.83E-17,5840.43514,0.01244389,7538.779126,0.03529118,6189.473831,0.03529118,,6036.2285,1.99E-17,7113.65,0.013380552,7538.779126,0.037700162,,4955.852655,2.05E-17,5840.43514,0.013650275,6189.473831,0.038490842
7115.6,0.01619068,6037.4284,1.73E-17,2.78E-18,4956.837804,1.71E-17,5842.036125,0.01619068,7540.698889,0.034659371,6191.049991,0.034659371,,6037.4284,1.89E-17,7115.6,0.017408837,7540.698889,0.037024142,,4956.837804,1.91E-17,5842.036125,0.017759806,6191.049991,0.037800812
7117.55,0.017550461,6038.6284,1.50E-17,2.75E-18,4957.822954,1.54E-17,5843.63711,0.01755046,7542.618653,0.03425882,6192.626152,0.03425882,,6038.6284,1.64E-17,7117.55,0.018870358,7542.618653,0.036595191,,4957.822954,1.72E-17,5843.63711,0.019250834,6192.626152,0.037363028
7119.5,0.011253892,6039.8283,1.72E-17,2.73E-18,4958.808103,1.68E-17,5845.238095,0.01125389,7544.538416,0.035493083,6194.202312,0.035493083,,6039.8283,1.88E-17,7119.5,0.012099886,7544.538416,0.037912518,,4958.808103,1.88E-17,5845.238095,0.012343879,6194.202312,0.038708167
7121.45,0.014349071,6041.0282,1.59E-17,2.69E-18,4959.793252,1.60E-17,5846.83908,0.01434907,7546.458179,0.035081688,6195.778472,0.035081688,,6041.0282,1.74E-17,7121.45,0.015427277,7546.458179,0.037471984,,4959.793252,1.79E-17,5846.83908,0.015738403,6195.778472,0.038258557
7123.4,0.019427806,6042.2281,1.55E-17,2.72E-18,4960.778402,1.54E-17,5848.440066,0.01942781,7548.377943,0.034580078,6197.354633,0.034580078,,6042.2281,1.69E-17,7123.4,0.020887005,7548.377943,0.036935116,,4960.778402,1.72E-17,5848.440066,0.021308294,6197.354633,0.037710588
7125.35,0.01755883,6043.428,1.51E-17,2.70E-18,4961.763551,1.51E-17,5850.041051,0.01755883,7550.297706,0.035394914,6198.930793,0.035394914,,6043.428,1.65E-17,7125.35,0.018877085,7550.297706,0.03780434,,4961.763551,1.69E-17,5850.041051,0.019257875,6198.930793,0.038598233
7127.3,0.017489634,6044.6279,1.56E-17,2.70E-18,4962.748701,1.54E-17,5851.642036,0.01748963,7552.217469,0.035550043,6200.506953,0.035550043,,6044.6279,1.71E-17,7127.3,0.018802128,7552.217469,0.037968918,,4962.748701,1.72E-17,5851.642036,0.019181447,6200.506953,0.038766441
7129.25,0.015952002,6045.8278,1.48E-17,2.69E-18,4963.73385,1.51E-17,5853.243021,0.015952,7554.137232,0.035785854,6202.083114,0.035785854,,6045.8278,1.62E-17,7129.25,0.01714859,7554.137232,0.038219656,,4963.73385,1.69E-17,5853.243021,0.017494593,6202.083114,0.039022619
7131.2,0.014942342,6047.0277,1.66E-17,2.70E-18,4964.718999,1.63E-17,5854.844007,0.01494234,7556.056996,0.03511741,6203.659274,0.03511741,,6047.0277,1.81E-17,7131.2,0.01606271,7556.056996,0.037504655,,4964.718999,1.82E-17,5854.844007,0.016386843,6203.659274,0.038292767
7133.15,0.017315196,6048.2277,1.49E-17,2.67E-18,4965.704149,1.51E-17,5856.444992,0.0173152,7557.976759,0.034241296,6205.235434,0.034241296,,6048.2277,1.63E-17,7133.15,0.018612919,7557.976759,0.036567915,,4965.704149,1.69E-17,5856.444992,0.018988566,6205.235434,0.037336508
7135.1,0.017670054,6049.4276,1.62E-17,2.70E-18,4966.689298,1.63E-17,5858.045977,0.01767005,7559.896522,0.033904433,6206.811595,0.033904433,,6049.4276,1.77E-17,7135.1,0.018993801,7559.896522,0.036207105,,4966.689298,1.82E-17,5858.045977,0.019377173,6206.811595,0.036968279
7137.05,0.018105702,6050.6275,1.80E-17,2.72E-18,4967.674447,1.74E-17,5859.646962,0.0181057,7561.816286,0.035493087,6208.387755,0.035493087,,6050.6275,1.97E-17,7137.05,0.0194615,7561.816286,0.037902547,,4967.674447,1.95E-17,5859.646962,0.019854362,6208.387755,0.038699537
7139,0.018870607,6051.8274,1.23E-17,2.66E-18,4968.659597,1.28E-17,5861.247947,0.01887061,7563.736049,0.036832511,6209.963915,0.036832511,,6051.8274,1.35E-17,7139,0.020283073,7563.736049,0.039331749,,4968.659597,1.43E-17,5861.247947,0.020692576,6209.963915,0.040158971
7140.95,0.020646108,6053.0273,1.21E-17,2.63E-18,4969.644746,1.21E-17,5862.848933,0.02064611,7565.655812,0.034755684,6211.540076,0.034755684,,6053.0273,1.33E-17,7140.95,0.022190803,7565.655812,0.037112917,,4969.644746,1.35E-17,5862.848933,0.022638876,6211.540076,0.037893641
7142.9,0.015215468,6054.2272,1.30E-17,2.61E-18,4970.629895,1.30E-17,5864.449918,0.01521547,7567.575576,0.031941872,6213.116236,0.031941872,,6054.2272,1.43E-17,7142.9,0.016353362,7567.575576,0.034107267,,4970.629895,1.45E-17,5864.449918,0.016683609,6213.116236,0.034824919
7144.85,0.010287882,6055.4271,1.35E-17,2.62E-18,4971.615045,1.38E-17,5866.050903,0.01028788,7569.495339,0.032152712,6214.692396,0.032152712,,6055.4271,1.48E-17,7144.85,0.011056932,7569.495339,0.034331398,,4971.615045,1.54E-17,5866.050903,0.011280245,6214.692396,0.035053922
7146.8,0.014808157,6056.627,1.68E-17,2.67E-18,4972.600194,1.63E-17,5867.651888,0.01480816,7571.415102,0.033325221,6216.268557,0.033325221,,6056.627,1.83E-17,7146.8,0.015914633,7571.415102,0.035582318,,4972.600194,1.82E-17,5867.651888,0.016236103,6216.268557,0.036331331
7148.75,0.016059894,6057.8269,1.51E-17,2.66E-18,4973.585344,1.52E-17,5869.252874,0.01605989,7573.334865,0.033390872,6217.844717,0.033390872,,6057.8269,1.65E-17,7148.75,0.017259381,7573.334865,0.035651375,,4973.585344,1.70E-17,5869.252874,0.017608051,6217.844717,0.036402004
7150.7,0.020090768,6059.0269,1.50E-17,2.65E-18,4974.570493,1.52E-17,5870.853859,0.02009077,7575.254629,0.03387,6219.420877,0.03387,,6059.0269,1.64E-17,7150.7,0.021590665,7575.254629,0.036161884,,4974.570493,1.70E-17,5870.853859,0.022026898,6219.420877,0.036923426
7152.65,0.021983411,6060.2268,1.71E-17,2.66E-18,4975.555642,1.66E-17,5872.454844,0.02198341,7577.174392,0.034100622,6220.997038,0.034100622,,6060.2268,1.87E-17,7152.65,0.023623894,7577.174392,0.036407048,,4975.555642,1.86E-17,5872.454844,0.024101267,6220.997038,0.03717392
7154.6,0.018005092,6061.4267,1.36E-17,2.67E-18,4976.540792,1.41E-17,5874.055829,0.01800509,7579.094155,0.033860095,6222.573198,0.033860095,,6061.4267,1.49E-17,7154.6,0.019348116,7579.094155,0.036149198,,4976.540792,1.58E-17,5874.055829,0.019739137,6222.573198,0.036910804
7156.55,0.018628705,6062.6266,1.44E-17,2.68E-18,4977.525941,1.41E-17,5875.656814,0.01862871,7581.013919,0.033885926,6224.149358,0.033885926,,6062.6266,1.57E-17,7156.55,0.020017643,7581.013919,0.03617572,,4977.525941,1.58E-17,5875.656814,0.020422256,6224.149358,0.036938049
7158.5,0.020464128,6063.8265,1.34E-17,2.65E-18,4978.51109,1.34E-17,5877.2578,0.02046413,7582.933682,0.033684913,6225.725519,0.033684913,,6063.8265,1.47E-17,7158.5,0.021989251,7582.933682,0.035960075,,4978.51109,1.50E-17,5877.2578,0.022433772,6225.725519,0.036718024
7160.45,0.014262713,6065.0264,1.46E-17,2.63E-18,4979.49624,1.45E-17,5878.858785,0.01426271,7584.853445,0.03446798,6227.301679,0.03446798,,6065.0264,1.59E-17,7160.45,0.015325204,7584.853445,0.03679496,,4979.49624,1.62E-17,5878.858785,0.015635045,6227.301679,0.037570674
7162.4,0.014665619,6066.2263,1.51E-17,2.67E-18,4980.481389,1.50E-17,5880.45977,0.01466562,7586.773208,0.035560787,6228.877839,0.035560787,,6066.2263,1.65E-17,7162.4,0.01575765,7586.773208,0.037960436,,4980.481389,1.68E-17,5880.45977,0.016076282,6228.877839,0.038760895
7164.35,0.015186043,6067.4262,1.56E-17,2.69E-18,4981.466539,1.59E-17,5882.060755,0.01518604,7588.692972,0.035434298,6230.454,0.035434298,,6067.4262,1.71E-17,7164.35,0.016316335,7588.692972,0.03782431,,4981.466539,1.78E-17,5882.060755,0.016646303,6230.454,0.03862207
7166.3,0.016557209,6068.6262,1.93E-17,2.71E-18,4982.451688,1.89E-17,5883.661741,0.01655721,7590.612735,0.034254842,6232.03016,0.034254842,,6068.6262,2.11E-17,7166.3,0.017789021,7590.612735,0.036564234,,4982.451688,2.11E-17,5883.661741,0.018148826,6232.03016,0.037335586
7168.25,0.015918417,6069.8261,1.82E-17,2.69E-18,4983.436837,1.82E-17,5885.262726,0.01591842,7592.532498,0.033980317,6233.60632,0.033980317,,6069.8261,1.99E-17,7168.25,0.01710219,7592.532498,0.036270145,,4983.436837,2.04E-17,5885.262726,0.017448152,6233.60632,0.037035457
7170.2,0.012074676,6071.026,1.73E-17,2.62E-18,4984.421987,1.75E-17,5886.863711,0.01207468,7594.452262,0.034533631,6235.182481,0.034533631,,6071.026,1.89E-17,7170.2,0.012972219,7594.452262,0.036859671,,4984.421987,1.96E-17,5886.863711,0.013234673,6235.182481,0.037637591
7172.15,0.00983331,6072.2259,1.80E-17,2.63E-18,4985.407136,1.76E-17,5888.464696,0.00983331,7596.372025,0.033312388,6236.758641,0.033312388,,6072.2259,1.97E-17,7172.15,0.010563928,7596.372025,0.035555134,,4985.407136,1.97E-17,5888.464696,0.010777684,6236.758641,0.036305685
7174.1,0.011367133,6073.4258,1.49E-17,2.59E-18,4986.392285,1.57E-17,5890.065681,0.01136713,7598.291788,0.030279338,6238.334801,0.030279338,,6073.4258,1.63E-17,7174.1,0.012211347,7598.291788,0.032316944,,4986.392285,1.76E-17,5890.065681,0.012458469,6238.334801,0.032999286
7176.05,0.011291706,6074.6257,1.98E-17,2.67E-18,4987.377435,1.91E-17,5891.666667,0.01129171,7600.211551,0.02732615,6239.910962,0.02732615,,6074.6257,2.17E-17,7176.05,0.012129953,7600.211551,0.029164175,,4987.377435,2.14E-17,5891.666667,0.01237547,6239.910962,0.029780083
7178,0.011591014,6075.8256,1.67E-17,2.60E-18,4988.362584,1.70E-17,5893.267652,0.01159101,7602.131315,0.025695648,6241.487122,0.025695648,,6075.8256,1.83E-17,7178,0.012451106,7602.131315,0.027423203,,4988.362584,1.90E-17,5893.267652,0.012703149,6241.487122,0.028002469
7179.95,0.012096855,6077.0255,1.48E-17,2.57E-18,4989.347734,1.48E-17,5894.868637,0.01209685,7604.051078,0.0251667,6243.063282,0.0251667,,6077.0255,1.62E-17,7179.95,0.012994091,7604.051078,0.026857911,,4989.347734,1.65E-17,5894.868637,0.013257162,6243.063282,0.02742536
7181.9,0.01722357,6078.2255,1.36E-17,2.57E-18,4990.332883,1.38E-17,5896.469622,0.01722357,7605.970841,0.023806345,6244.639443,0.023806345,,6078.2255,1.49E-17,7181.9,0.018500503,7605.970841,0.0254054,,4990.332883,1.54E-17,5896.469622,0.018875115,6244.639443,0.025942277
7183.85,0.022142081,6079.4254,1.51E-17,2.57E-18,4991.318032,1.51E-17,5898.070608,0.02214208,7607.890605,0.023096746,6246.215603,0.023096746,,6079.4254,1.65E-17,7183.85,0.02378295,7607.890605,0.024647421,,4991.318032,1.69E-17,5898.070608,0.024264593,6246.215603,0.025168392
7185.8,0.020263795,6080.6253,1.68E-17,2.60E-18,4992.303182,1.69E-17,5899.671593,0.02026379,7609.810368,0.024355737,6247.791763,0.024355737,,6080.6253,1.84E-17,7185.8,0.021764816,7609.810368,0.025990183,,4992.303182,1.89E-17,5899.671593,0.022205647,6247.791763,0.026539654
7187.75,0.014998495,6081.8252,1.80E-17,2.60E-18,4993.288331,1.76E-17,5901.272578,0.01499849,7611.730131,0.025280815,6249.367924,0.025280815,,6081.8252,1.96E-17,7187.75,0.016109009,7611.730131,0.026976555,,4993.288331,1.97E-17,5901.272578,0.016435332,6249.367924,0.027547003
7189.7,0.010232925,6083.0251,1.50E-17,2.58E-18,4994.27348,1.56E-17,5902.873563,0.01023293,7613.649894,0.026783729,6250.944084,0.026783729,,6083.0251,1.64E-17,7189.7,0.010990257,7613.649894,0.028579448,,4994.27348,1.74E-17,5902.873563,0.01121293,6250.944084,0.029183921
7191.65,0.013808112,6084.225,1.86E-17,2.61E-18,4995.25863,1.86E-17,5904.474548,0.01380811,7615.569658,0.028901603,6252.520244,0.028901603,,6084.225,2.03E-17,7191.65,0.014829595,7615.569658,0.030838418,,4995.25863,2.08E-17,5904.474548,0.015130091,6252.520244,0.031490811
7193.6,0.013368086,6085.4249,1.59E-17,2.58E-18,4996.243779,1.57E-17,5906.075534,0.01336809,7617.489421,0.030257277,6254.096405,0.030257277,,6085.4249,1.74E-17,7193.6,0.014356586,7617.489421,0.032284003,,4996.243779,1.75E-17,5906.075534,0.014647546,6254.096405,0.032967125
7195.55,0.00925694,6086.6248,1.17E-17,2.53E-18,4997.228928,1.28E-17,5907.676519,0.00925694,7619.409184,0.031046141,6255.672565,0.031046141,,6086.6248,1.28E-17,7195.55,0.009941143,7619.409184,0.033124744,,4997.228928,1.43E-17,5907.676519,0.010142644,6255.672565,0.033825808
7197.5,0.009893322,6087.8247,1.91E-17,2.65E-18,4998.214078,1.77E-17,5909.277504,0.009893322,7621.328948,0.031241048,6257.248725,0.031241048,,6087.8247,2.08E-17,7197.5,0.010624242,7621.328948,0.033331732,,4998.214078,1.98E-17,5909.277504,0.01083962,6257.248725,0.034037329
7199.45,0.011801486,6089.0247,1.17E-17,2.54E-18,4999.199227,1.28E-17,5910.878489,0.01180149,7623.248711,0.03096123,6258.824886,0.03096123,,6089.0247,1.28E-17,7199.45,0.012672999,7623.248711,0.033032229,,4999.199227,1.43E-17,5910.878489,0.012929954,6258.824886,0.033731637
7201.4,0.013572789,6090.2246,1.54E-17,2.59E-18,5000.184377,1.52E-17,5912.479475,0.01357279,7625.168474,0.032021102,6260.401046,0.032021102,,6090.2246,1.68E-17,7201.4,0.014574671,7625.168474,0.034162003,,5000.184377,1.70E-17,5912.479475,0.014870224,6260.401046,0.034885488
7203.35,0.014569437,6091.4245,1.84E-17,2.62E-18,5001.169526,1.83E-17,5914.08046,0.01456944,7627.088238,0.031136427,6261.977207,0.031136427,,6091.4245,2.01E-17,7203.35,0.015644416,7627.088238,0.033217215,,5001.169526,2.05E-17,5914.08046,0.015961712,6261.977207,0.033920843
7205.3,0.011827896,6092.6244,1.80E-17,2.63E-18,5002.154675,1.78E-17,5915.681445,0.0118279,7629.008001,0.028925948,6263.553367,0.028925948,,6092.6244,1.97E-17,7205.3,0.012700213,7629.008001,0.030858118,,5002.154675,1.99E-17,5915.681445,0.012957836,6263.553367,0.031511915
7207.25,0.014345719,6093.8243,1.63E-17,2.63E-18,5003.139825,1.68E-17,5917.28243,0.01434572,7630.927764,0.0283144,6265.129527,0.0283144,,6093.8243,1.78E-17,7207.25,0.015403264,7630.927764,0.030204844,,5003.139825,1.88E-17,5917.28243,0.015715762,6265.129527,0.030844937
7209.2,0.012812283,6095.0242,2.05E-17,2.71E-18,5004.124974,2.01E-17,5918.883415,0.01281228,7632.847527,0.027297787,6266.705688,0.027297787,,6095.0242,2.24E-17,7209.2,0.013756371,7632.847527,0.02911951,,5004.124974,2.25E-17,5918.883415,0.014035496,6266.705688,0.029736737
7211.15,0.009840555,6096.2241,1.96E-17,2.70E-18,5005.110123,1.96E-17,5920.484401,0.009840555,7634.767291,0.027069846,6268.281848,0.027069846,,6096.2241,2.15E-17,7211.15,0.01056535,7634.767291,0.028875519,,5005.110123,2.19E-17,5920.484401,0.010779762,6268.281848,0.029487706
7213.1,0.014885359,6097.424,1.81E-17,2.71E-18,5006.095273,1.86E-17,5922.085386,0.01488536,7636.687054,0.028940856,6269.858008,0.028940856,,6097.424,1.98E-17,7213.1,0.015981242,7636.687054,0.030870438,,5006.095273,2.08E-17,5922.085386,0.016305615,6269.858008,0.03152506
7215.05,0.019424332,6098.624,2.26E-17,2.77E-18,5007.080422,2.21E-17,5923.686371,0.01942433,7638.606817,0.030512888,6271.434169,0.030512888,,6098.624,2.47E-17,7215.05,0.020853754,7638.606817,0.032546338,,5007.080422,2.47E-17,5923.686371,0.021277087,6271.434169,0.033236647
7217,0.015975624,6099.8239,2.12E-17,2.74E-18,5008.065572,2.10E-17,5925.287356,0.01597562,7640.526581,0.03018041,6273.010329,0.03018041,,6099.8239,2.31E-17,7217,0.017150742,7640.526581,0.032190768,,5008.065572,2.35E-17,5925.287356,0.017498955,6273.010329,0.032873683
7218.95,0.013646544,6101.0238,1.75E-17,2.70E-18,5009.050721,1.80E-17,5926.888342,0.01364654,7642.446344,0.029473342,6274.586489,0.029473342,,6101.0238,1.92E-17,7218.95,0.014649901,7642.446344,0.031435691,,5009.050721,2.01E-17,5926.888342,0.014947386,6274.586489,0.03210273
7220.9,0.011725663,6102.2237,1.87E-17,2.72E-18,5010.03587,1.81E-17,5928.489327,0.01172566,7644.366107,0.030179497,6276.16265,0.030179497,,6102.2237,2.04E-17,7220.9,0.012587409,7644.366107,0.032187928,,5010.03587,2.02E-17,5928.489327,0.012843053,6276.16265,0.032871076
7222.85,0.013489055,6103.4236,1.40E-17,2.68E-18,5011.02102,1.43E-17,5930.090312,0.01348906,7646.28587,0.030805785,6277.73881,0.030805785,,6103.4236,1.52E-17,7222.85,0.014479961,7646.28587,0.032854944,,5011.02102,1.60E-17,5930.090312,0.014774097,6277.73881,0.033552397
7224.8,0.014824037,6104.6235,1.37E-17,2.70E-18,5012.006169,1.39E-17,5931.691297,0.01482404,7648.205634,0.031675667,6279.31497,0.031675667,,6104.6235,1.50E-17,7224.8,0.015912532,7648.205634,0.033781709,,5012.006169,1.55E-17,5931.691297,0.016235817,6279.31497,0.034498991
7226.75,0.013882677,6105.8234,1.65E-17,2.75E-18,5012.991318,1.63E-17,5933.292282,0.01388268,7650.125397,0.032384645,6280.891131,0.032384645,,6105.8234,1.81E-17,7226.75,0.014901602,7650.125397,0.034536826,,5012.991318,1.82E-17,5933.292282,0.015204397,6280.891131,0.035270298
7228.7,0.011476844,6107.0233,1.69E-17,2.78E-18,5013.976468,1.69E-17,5934.893268,0.01147684,7652.04516,0.032128267,6282.467291,0.032128267,,6107.0233,1.84E-17,7228.7,0.012318821,7652.04516,0.034262417,,5013.976468,1.89E-17,5934.893268,0.012569168,6282.467291,0.034990217
7230.65,0.015361861,6108.2232,1.58E-17,2.78E-18,5014.961617,1.55E-17,5936.494253,0.01536186,7653.964924,0.033673409,6284.043451,0.033673409,,6108.2232,1.72E-17,7230.65,0.016488359,7653.964924,0.035909157,,5014.961617,1.73E-17,5936.494253,0.016823499,6284.043451,0.0366721
