lambdag(A)1,fluxg1,lambda(A)1,flux1,fluxerror,lambda(A),flux,lambdag(A),fluxg,lambda2(galaxy),flux2(galaxy),lambda2,flux2,,waves1m,flux_corr1m,waves2m,flux_corr2m,wavesgm,flux_corrgm,,waves1,flux_corr1,waves2,flux_corr2,wavesg,flux_corrg
5596.55,0.016948862,5102.697,1.89E-17,2.47E-18,4189.406445,1.78E-17,4594.868637,0.01694886,6045.203286,0.047486804,4963.221089,0.047486804,,5102.697,2.11E-17,5596.55,0.018675629,6045.203286,0.051911782,,4189.406445,2.05E-17,4594.868637,0.019190598,4963.221089,0.053128143
5598.5,0.017867643,5103.897,1.61E-17,2.40E-18,4190.391594,1.67E-17,4596.469622,0.01786764,6047.12305,0.046902366,4964.797249,0.046902366,,5103.897,1.80E-17,5598.5,0.019687266,6047.12305,0.051271284,,4190.391594,1.92E-17,4596.469622,0.020229761,4964.797249,0.052471847
5600.45,0.02223504,5105.0969,1.76E-17,2.41E-18,4191.376744,1.74E-17,4598.070608,0.02223504,6049.042813,0.046084739,4966.37341,0.046084739,,5105.0969,1.96E-17,5600.45,0.024498501,6049.042813,0.050375925,,4191.376744,2.00E-17,4598.070608,0.02517312,4966.37341,0.051554748
5602.4,0.021800864,5106.2968,1.54E-17,2.36E-18,4192.361893,1.51E-17,4599.671593,0.02180086,6050.962576,0.044649802,4967.94957,0.044649802,,5106.2968,1.72E-17,5602.4,0.024019212,6050.962576,0.048805853,,4192.361893,1.73E-17,4599.671593,0.02468018,4967.94957,0.049947186
5604.35,0.025381848,5107.4967,9.44E-18,2.26E-18,4193.347042,1.00E-17,4601.272578,0.02538185,6052.882339,0.043019399,4969.52573,0.043019399,,5107.4967,1.05E-17,5604.35,0.027963517,6052.882339,0.047022225,,4193.347042,1.15E-17,4601.272578,0.028732509,4969.52573,0.048121127
5606.3,0.030624358,5108.6966,1.24E-17,2.30E-18,4194.332192,1.25E-17,4602.873563,0.03062436,6054.802103,0.044570874,4971.101891,0.044570874,,5108.6966,1.38E-17,5606.3,0.033737978,6054.802103,0.048716544,,4194.332192,1.44E-17,4602.873563,0.034665136,4971.101891,0.049854297
5608.25,0.024255224,5109.8965,1.65E-17,2.39E-18,4195.317341,1.57E-17,4604.474548,0.02425522,6056.721866,0.046670184,4972.678051,0.046670184,,5109.8965,1.84E-17,5608.25,0.026720271,6056.721866,0.051009528,,4195.317341,1.80E-17,4604.474548,0.027454068,4972.678051,0.052200056
5610.2,0.01664876,5111.0964,1.07E-17,2.26E-18,4196.30249,1.14E-17,4606.075534,0.01664876,6058.641629,0.045004606,4974.254211,0.045004606,,5111.0964,1.19E-17,5610.2,0.018340071,6058.641629,0.049187557,,4196.30249,1.31E-17,4606.075534,0.018843389,4974.254211,0.050334811
5612.15,0.019558072,5112.2963,1.31E-17,2.31E-18,4197.28764,1.29E-17,4607.676519,0.01955807,6060.561393,0.044922628,4975.830372,0.044922628,,5112.2963,1.46E-17,5612.15,0.021544118,6060.561393,0.049096432,,4197.28764,1.48E-17,4607.676519,0.02213496,4975.830372,0.050240816
5614.1,0.021927014,5113.4963,1.43E-17,2.37E-18,4198.272789,1.42E-17,4609.277504,0.02192701,6062.481156,0.047811162,4977.406532,0.047811162,,5113.4963,1.59E-17,5614.1,0.024152703,6062.481156,0.052251719,,4198.272789,1.63E-17,4609.277504,0.024814631,4977.406532,0.053468857
5616.05,0.017803904,5114.6962,1.37E-17,2.37E-18,4199.257938,1.36E-17,4610.878489,0.0178039,6064.400919,0.047087252,4978.982692,0.047087252,,5114.6962,1.53E-17,5616.05,0.019610338,6064.400919,0.051458977,,4199.257938,1.56E-17,4610.878489,0.020147409,4978.982692,0.052656869
5618,0.01635777,5115.8961,1.28E-17,2.34E-18,4200.243088,1.32E-17,4612.479475,0.01635777,6066.320683,0.04291546,4980.558853,0.04291546,,5115.8961,1.43E-17,5618,0.018016796,6066.320683,0.046898406,,4200.243088,1.52E-17,4612.479475,0.01850989,4980.558853,0.047989427
5619.95,0.019544929,5117.096,1.58E-17,2.39E-18,4201.228237,1.58E-17,4614.08046,0.01954493,6068.240446,0.04347109,4982.135013,0.04347109,,5117.096,1.76E-17,5619.95,0.021526389,6068.240446,0.04750413,,4201.228237,1.81E-17,4614.08046,0.022115133,4982.135013,0.048608526
5621.9,0.019437529,5118.2959,1.42E-17,2.37E-18,4202.213387,1.45E-17,4615.681445,0.01943753,6070.160209,0.045293115,4983.711173,0.045293115,,5118.2959,1.58E-17,5621.9,0.021407295,6070.160209,0.049493658,,4202.213387,1.67E-17,4615.681445,0.021992379,4983.711173,0.050643564
5623.85,0.016063368,5119.4958,1.56E-17,2.37E-18,4203.198536,1.58E-17,4617.28243,0.01606337,6072.079972,0.043681297,4985.287334,0.043681297,,5119.4958,1.74E-17,5623.85,0.017690536,6072.079972,0.047730879,,4203.198536,1.81E-17,4617.28243,0.018173706,4985.287334,0.048839112
5625.8,0.015957948,5120.6957,1.84E-17,2.39E-18,4204.183685,1.79E-17,4618.883415,0.01595795,6073.999736,0.045526549,4986.863494,0.045526549,,5120.6957,2.05E-17,5625.8,0.017573777,6073.999736,0.049745658,,4204.183685,2.06E-17,4618.883415,0.018053428,4986.863494,0.050899926
5627.75,0.017030712,5121.8956,1.63E-17,2.33E-18,4205.168835,1.68E-17,4620.484401,0.01703071,6075.919499,0.047117915,4988.439654,0.047117915,,5121.8956,1.82E-17,5627.75,0.018754461,6075.919499,0.051482906,,4205.168835,1.93E-17,4620.484401,0.019265978,4988.439654,0.052676716
5629.7,0.01649587,5123.0956,1.93E-17,2.37E-18,4206.153984,1.88E-17,4622.085386,0.01649587,6077.839262,0.045845769,4990.015815,0.045845769,,5123.0956,2.15E-17,5629.7,0.018164804,6077.839262,0.050091359,,4206.153984,2.16E-17,4622.085386,0.018659899,4990.015815,0.051252153
5631.65,0.017823553,5124.2955,1.60E-17,2.30E-18,4207.139133,1.60E-17,4623.686371,0.01782355,6079.759026,0.045764644,4991.591975,0.045764644,,5124.2955,1.78E-17,5631.65,0.019626077,6079.759026,0.050001173,,4207.139133,1.84E-17,4623.686371,0.020160627,4991.591975,0.051159134
5633.6,0.015574354,5125.4954,1.29E-17,2.24E-18,4208.124283,1.35E-17,4625.287356,0.01557435,6081.678789,0.044412449,4993.168135,0.044412449,,5125.4954,1.44E-17,5633.6,0.017148771,6081.678789,0.048522302,,4208.124283,1.55E-17,4625.287356,0.017615523,4993.168135,0.049645293
5635.55,0.01083591,5126.6953,1.73E-17,2.34E-18,4209.109432,1.70E-17,4626.888342,0.01083591,6083.598552,0.041663408,4994.744296,0.041663408,,5126.6953,1.93E-17,5635.55,0.01193087,6083.598552,0.045517462,,4209.109432,1.95E-17,4626.888342,0.012255381,4994.744296,0.046570235
5637.5,0.014680371,5127.8952,1.79E-17,2.34E-18,4210.094582,1.78E-17,4628.489327,0.01468037,6085.518315,0.042052522,4996.320456,0.042052522,,5127.8952,1.99E-17,5637.5,0.016163208,6085.518315,0.045941151,,4210.094582,2.04E-17,4628.489327,0.016602528,4996.320456,0.047003045
5639.45,0.019742528,5129.0951,1.62E-17,2.35E-18,4211.079731,1.63E-17,4630.090312,0.01974253,6087.438079,0.042903792,4997.896616,0.042903792,,5129.0951,1.80E-17,5639.45,0.021735873,6087.438079,0.046869691,,4211.079731,1.87E-17,4630.090312,0.022326253,4997.896616,0.047952356
5641.4,0.018581528,5130.295,1.55E-17,2.35E-18,4212.06488,1.53E-17,4631.691297,0.01858153,6089.357842,0.04460454,4999.472777,0.04460454,,5130.295,1.72E-17,5641.4,0.020456888,6089.357842,0.048726146,,4212.06488,1.76E-17,4631.691297,0.021012143,4999.472777,0.049850977
5643.35,0.018241253,5131.4949,1.29E-17,2.37E-18,4213.05003,1.32E-17,4633.292282,0.01824125,6091.277605,0.047233701,5001.048937,0.047233701,,5131.4949,1.44E-17,5643.35,0.020081522,6091.277605,0.051596658,,4213.05003,1.52E-17,4633.292282,0.020626205,5001.048937,0.052786996
5645.3,0.016404701,5132.6948,1.37E-17,2.39E-18,4214.035179,1.37E-17,4634.893268,0.0164047,6093.197369,0.050119795,5002.625097,0.050119795,,5132.6948,1.53E-17,5645.3,0.018059018,6093.197369,0.05474765,,4214.035179,1.57E-17,4634.893268,0.018548504,5002.625097,0.05600988
5647.25,0.015192135,5133.8948,1.49E-17,2.44E-18,4215.020328,1.52E-17,4636.494253,0.01519214,6095.117132,0.055139709,5004.201258,0.055139709,,5133.8948,1.66E-17,5647.25,0.016723551,6095.117132,0.060229226,,4215.020328,1.74E-17,4636.494253,0.01717653,5004.201258,0.061616954
5649.2,0.014641019,5135.0947,1.73E-17,2.49E-18,4216.005478,1.67E-17,4638.095238,0.01464102,6097.036895,0.057021268,5005.777418,0.057021268,,5135.0947,1.93E-17,5649.2,0.016116283,6097.036895,0.062282537,,4216.005478,1.92E-17,4638.095238,0.016552504,5005.777418,0.063716666
5651.15,0.014868894,5136.2946,1.23E-17,2.39E-18,4216.990627,1.29E-17,4639.696223,0.01486889,6098.956658,0.054704301,5007.353578,0.054704301,,5136.2946,1.37E-17,5651.15,0.016366512,6098.956658,0.059749946,,4216.990627,1.48E-17,4639.696223,0.016809191,5007.353578,0.06112489
5653.1,0.017877258,5137.4945,1.40E-17,2.41E-18,4217.975777,1.40E-17,4641.297209,0.01787726,6100.876422,0.05060482,5008.929739,0.05060482,,5137.4945,1.56E-17,5653.1,0.019677154,6100.876422,0.055270648,,4217.975777,1.61E-17,4641.297209,0.020209015,5008.929739,0.056541713
5655.05,0.020593563,5138.6944,1.70E-17,2.47E-18,4218.960926,1.64E-17,4642.898194,0.02059356,6102.796185,0.047674373,5010.505899,0.047674373,,5138.6944,1.89E-17,5655.05,0.022666101,6102.796185,0.052068407,,4218.960926,1.88E-17,4642.898194,0.023278316,5010.505899,0.053265075
5657,0.017230179,5139.8943,1.31E-17,2.41E-18,4219.946075,1.40E-17,4644.499179,0.01723018,6104.715948,0.044506174,5012.082059,0.044506174,,5139.8943,1.46E-17,5657,0.018963524,6104.715948,0.048606707,,4219.946075,1.61E-17,4644.499179,0.019475378,5012.082059,0.049723114
5658.95,0.015608028,5141.0942,1.75E-17,2.48E-18,4220.931225,1.66E-17,4646.100164,0.01560803,6106.635712,0.042903304,5013.65822,0.042903304,,5141.0942,1.95E-17,5658.95,0.017177552,6106.635712,0.046854718,,4220.931225,1.91E-17,4646.100164,0.017640875,5013.65822,0.047930208
5660.9,0.015244682,5142.2941,1.42E-17,2.43E-18,4221.916374,1.52E-17,4647.701149,0.01524468,6108.555475,0.042592861,5015.23438,0.042592861,,5142.2941,1.58E-17,5660.9,0.016777049,6108.555475,0.046514252,,4221.916374,1.74E-17,4647.701149,0.017229248,5015.23438,0.047581259
5662.85,0.017597716,5143.4941,2.04E-17,2.56E-18,4222.901523,1.94E-17,4649.302135,0.01759772,6110.475238,0.041469079,5016.81054,0.041469079,,5143.4941,2.27E-17,5662.85,0.019365893,6110.475238,0.045285615,,4222.901523,2.23E-17,4649.302135,0.01988751,5016.81054,0.046323787
5664.8,0.017613124,5144.694,1.58E-17,2.47E-18,4223.886673,1.61E-17,4650.90312,0.01761312,6112.395001,0.041665774,5018.386701,0.041665774,,5144.694,1.76E-17,5664.8,0.019382135,6112.395001,0.045499016,,4223.886673,1.85E-17,4650.90312,0.019903814,5018.386701,0.046541428
5666.75,0.011398354,5145.8939,1.30E-17,2.40E-18,4224.871822,1.31E-17,4652.504105,0.01139835,6114.314765,0.042903647,5019.962861,0.042903647,,5145.8939,1.45E-17,5666.75,0.01254271,6114.314765,0.046849334,,4224.871822,1.50E-17,4652.504105,0.012880064,5019.962861,0.047922013
5668.7,0.017105034,5147.0938,1.27E-17,2.43E-18,4225.856971,1.26E-17,4654.10509,0.01710503,6116.234528,0.043489259,5021.539021,0.043489259,,5147.0938,1.41E-17,5668.7,0.018821631,6116.234528,0.047487345,,4225.856971,1.45E-17,4654.10509,0.01932751,5021.539021,0.048573955
5670.65,0.020848425,5148.2937,1.27E-17,2.46E-18,4226.842121,1.29E-17,4655.706076,0.02084843,6118.154291,0.044119492,5023.115182,0.044119492,,5148.2937,1.41E-17,5670.65,0.022939852,6118.154291,0.04817404,,4226.842121,1.48E-17,4655.706076,0.023555996,5023.115182,0.049275677
5672.6,0.017474713,5149.4936,1.60E-17,2.52E-18,4227.82727,1.58E-17,4657.307061,0.01747471,6120.074055,0.043590181,5024.691342,0.043590181,,5149.4936,1.78E-17,5672.6,0.019226999,6120.074055,0.047594626,,4227.82727,1.81E-17,4657.307061,0.019743046,5024.691342,0.048682338
5674.55,0.014544557,5150.6935,1.75E-17,2.58E-18,4228.81242,1.74E-17,4658.908046,0.01454456,6121.993818,0.04393658,5026.267502,0.04393658,,5150.6935,1.94E-17,5674.55,0.016002434,6121.993818,0.047971377,,4228.81242,2.00E-17,4658.908046,0.016431638,5026.267502,0.049067019
5676.5,0.016736811,5151.8934,1.76E-17,2.60E-18,4229.797569,1.79E-17,4660.509031,0.01673681,6123.913581,0.04448913,5027.843663,0.04448913,,5151.8934,1.96E-17,5676.5,0.018413755,6123.913581,0.048573181,,4229.797569,2.05E-17,4660.509031,0.01890728,5027.843663,0.049681882
5678.45,0.01583612,5153.0934,2.05E-17,2.66E-18,4230.782718,1.99E-17,4662.110016,0.01583612,6125.833345,0.045597285,5029.419823,0.045597285,,5153.0934,2.28E-17,5678.45,0.017422183,6125.833345,0.049781538,,4230.782718,2.28E-17,4662.110016,0.017888802,5029.419823,0.050917119
5680.4,0.012905878,5154.2933,1.67E-17,2.60E-18,4231.767868,1.70E-17,4663.711002,0.01290588,6127.753108,0.046555981,5030.995983,0.046555981,,5154.2933,1.85E-17,5680.4,0.014197944,6127.753108,0.050826653,,4231.767868,1.95E-17,4663.711002,0.014577942,5030.995983,0.05198536
5682.35,0.010587092,5155.4932,1.67E-17,2.56E-18,4232.753017,1.67E-17,4665.311987,0.01058709,6129.672871,0.044116706,5032.572144,0.044116706,,5155.4932,1.86E-17,5682.35,0.011646589,6129.672871,0.048162145,,4232.753017,1.92E-17,4665.311987,0.011958077,5032.572144,0.049259433
5684.3,0.012565277,5156.6931,1.73E-17,2.57E-18,4233.738166,1.70E-17,4666.912972,0.01256528,6131.592634,0.04293431,5034.148304,0.04293431,,5156.6931,1.92E-17,5684.3,0.013822236,6131.592634,0.046869891,,4233.738166,1.95E-17,4666.912972,0.014191656,5034.148304,0.047937081
5686.25,0.020065537,5157.893,1.45E-17,2.49E-18,4234.723316,1.45E-17,4668.513957,0.02006554,6133.512398,0.043165378,5035.724464,0.043165378,,5157.893,1.61E-17,5686.25,0.022071976,6133.512398,0.0471207,,4234.723316,1.66E-17,4668.513957,0.022661462,5035.724464,0.048192942
5688.2,0.018885503,5159.0929,1.47E-17,2.48E-18,4235.708465,1.42E-17,4670.114943,0.0188855,6135.432161,0.042788357,5037.300625,0.042788357,,5159.0929,1.63E-17,5688.2,0.02077319,6135.432161,0.046707703,,4235.708465,1.63E-17,4670.114943,0.021327588,5037.300625,0.047769898
5690.15,0.017480131,5160.2928,1.08E-17,2.36E-18,4236.693615,1.15E-17,4671.715928,0.01748013,6137.351924,0.040153846,5038.876785,0.040153846,,5160.2928,1.20E-17,5690.15,0.019226647,6137.351924,0.043830536,,4236.693615,1.32E-17,4671.715928,0.019739407,5038.876785,0.044826691
5692.1,0.020008814,5161.4927,1.58E-17,2.41E-18,4237.678764,1.54E-17,4673.316913,0.02000881,6139.271688,0.040169254,5040.452945,0.040169254,,5161.4927,1.76E-17,5692.1,0.022007182,6139.271688,0.043846016,,4237.678764,1.77E-17,4673.316913,0.022593678,5040.452945,0.044841915
5694.05,0.016624982,5162.6926,1.77E-17,2.43E-18,4238.663913,1.79E-17,4674.917898,0.01662498,6141.191451,0.042183675,5042.029106,0.042183675,,5162.6926,1.97E-17,5694.05,0.018284729,6141.191451,0.046043414,,4238.663913,2.05E-17,4674.917898,0.018771675,5042.029106,0.047088588
5696,0.014456233,5163.8926,1.98E-17,2.45E-18,4239.649063,1.95E-17,4676.518883,0.01445623,6143.111214,0.043851174,5043.605266,0.043851174,,5163.8926,2.21E-17,5696,0.015898888,6143.111214,0.047862027,,4239.649063,2.24E-17,4676.518883,0.016321993,5043.605266,0.048947822
5697.95,0.012616984,5165.0925,1.73E-17,2.36E-18,4240.634212,1.72E-17,4678.119869,0.01261698,6145.030977,0.042665865,5045.181426,0.042665865,,5165.0925,1.92E-17,5697.95,0.01387559,6145.030977,0.046566883,,4240.634212,1.97E-17,4678.119869,0.014244586,5045.181426,0.047622656
5699.9,0.012305245,5166.2924,1.45E-17,2.32E-18,4241.619361,1.49E-17,4679.720854,0.01230524,6146.950741,0.041875239,5046.757587,0.041875239,,5166.2924,1.61E-17,5699.9,0.013532264,6146.950741,0.045702575,,4241.619361,1.71E-17,4679.720854,0.013891872,5046.757587,0.046738125
5701.85,0.013956689,5167.4923,1.68E-17,2.38E-18,4242.604511,1.64E-17,4681.321839,0.01395669,6148.870504,0.040722538,5048.333747,0.040722538,,5167.4923,1.86E-17,5701.85,0.015347827,6148.870504,0.044443163,,4242.604511,1.88E-17,4681.321839,0.015755399,5048.333747,0.045449569
5703.8,0.019492332,5168.6922,1.54E-17,2.31E-18,4243.58966,1.56E-17,4682.922824,0.01949233,6150.790267,0.041116565,5049.909907,0.041116565,,5168.6922,1.71E-17,5703.8,0.021434464,6150.790267,0.044871824,,4243.58966,1.79E-17,4682.922824,0.022003261,5049.909907,0.045887324
5705.75,0.015697334,5169.8921,1.61E-17,2.29E-18,4244.57481,1.61E-17,4684.52381,0.01569733,6152.710031,0.042366236,5051.486068,0.042366236,,5169.8921,1.80E-17,5705.75,0.017260726,6152.710031,0.046234221,,4244.57481,1.85E-17,4684.52381,0.017718437,5051.486068,0.047279924
5707.7,0.0128258,5171.092,1.62E-17,2.32E-18,4245.559959,1.61E-17,4686.124795,0.0128258,6154.629794,0.043389201,5053.062228,0.043389201,,5171.092,1.80E-17,5707.7,0.014102691,6154.629794,0.04734914,,4245.559959,1.85E-17,4686.124795,0.014476395,5053.062228,0.048419416
5709.65,0.01744424,5172.2919,1.43E-17,2.27E-18,4246.545108,1.44E-17,4687.72578,0.01744424,6156.549557,0.045002669,5054.638388,0.045002669,,5172.2919,1.59E-17,5709.65,0.019180236,6156.549557,0.049108367,,4246.545108,1.65E-17,4687.72578,0.019688125,5054.638388,0.050217744
5711.6,0.017011987,5173.4919,1.32E-17,2.24E-18,4247.530258,1.32E-17,4689.326765,0.01701199,6158.46932,0.046818268,5056.214549,0.046818268,,5173.4919,1.47E-17,5711.6,0.018704294,6158.46932,0.051088052,,4247.530258,1.51E-17,4689.326765,0.01919923,5056.214549,0.052241461
5713.55,0.013971708,5174.6918,1.34E-17,2.30E-18,4248.515407,1.39E-17,4690.92775,0.01397171,6160.389084,0.047810376,5057.790709,0.047810376,,5174.6918,1.49E-17,5713.55,0.015361025,6160.389084,0.052169053,,4248.515407,1.59E-17,4690.92775,0.015767202,5057.790709,0.053346164
5715.5,0.007877333,5175.8917,1.81E-17,2.40E-18,4249.500556,1.72E-17,4692.528736,0.007877333,6162.308847,0.047019184,5059.366869,0.047019184,,5175.8917,2.01E-17,5715.5,0.008660328,6162.308847,0.051304171,,4249.500556,1.97E-17,4692.528736,0.008889159,5059.366869,0.052461078
5717.45,0.006901335,5177.0916,1.25E-17,2.29E-18,4250.485706,1.32E-17,4694.129721,0.006901335,6164.22861,0.046543375,5060.94303,0.046543375,,5177.0916,1.40E-17,5717.45,0.007587045,6164.22861,0.050783457,,4250.485706,1.51E-17,4694.129721,0.007787374,5060.94303,0.05192794
5719.4,0.00777613,5178.2915,1.46E-17,2.34E-18,4251.470855,1.47E-17,4695.730706,0.00777613,6166.148374,0.045493096,5062.51919,0.045493096,,5178.2915,1.62E-17,5719.4,0.008548452,6166.148374,0.04963599,,4251.470855,1.69E-17,4695.730706,0.008774004,5062.51919,0.050753949
5721.35,0.014505812,5179.4914,1.82E-17,2.38E-18,4252.456004,1.76E-17,4697.331691,0.01450581,6168.068137,0.043524474,5064.095351,0.043524474,,5179.4914,2.02E-17,5721.35,0.015945953,6168.068137,0.04748665,,4252.456004,2.02E-17,4697.331691,0.016366385,5064.095351,0.048555566
5723.3,0.017244715,5180.6913,1.40E-17,2.28E-18,4253.441154,1.42E-17,4698.932677,0.01724472,6169.9879,0.044346981,5065.671511,0.044346981,,5180.6913,1.56E-17,5723.3,0.018956098,6169.9879,0.048382563,,4253.441154,1.63E-17,4698.932677,0.019455545,5065.671511,0.049471003
5725.25,0.015825076,5181.8912,1.26E-17,2.21E-18,4254.426303,1.32E-17,4700.533662,0.01582508,6171.907663,0.045910172,5067.247671,0.045910172,,5181.8912,1.40E-17,5725.25,0.017394951,6171.907663,0.050086485,,4254.426303,1.51E-17,4700.533662,0.017852936,5067.247671,0.051212592
5727.2,0.013570314,5183.0911,1.90E-17,2.32E-18,4255.411453,1.82E-17,4702.134647,0.01357031,6173.827427,0.045235269,5068.823832,0.045235269,,5183.0911,2.11E-17,5727.2,0.014915981,6173.827427,0.049348691,,4255.411453,2.09E-17,4702.134647,0.015308407,5068.823832,0.050457557
5729.15,0.014153885,5184.2911,1.70E-17,2.29E-18,4256.396602,1.73E-17,4703.735632,0.01415388,6175.74719,0.043091647,5070.399992,0.043091647,,5184.2911,1.89E-17,5729.15,0.015556865,6175.74719,0.047008715,,4256.396602,1.98E-17,4703.735632,0.015965858,5070.399992,0.048064381
5731.1,0.015209751,5185.491,1.73E-17,2.33E-18,4257.381751,1.72E-17,4705.336617,0.01520975,6177.666953,0.043012567,5071.976152,0.043012567,,5185.491,1.93E-17,5731.1,0.016716797,6177.666953,0.046921024,,4257.381751,1.97E-17,4705.336617,0.017155974,5071.976152,0.047974103
5733.05,0.016393054,5186.6909,1.69E-17,2.42E-18,4258.366901,1.69E-17,4706.937603,0.01639305,6179.586717,0.044003554,5073.552313,0.044003554,,5186.6909,1.88E-17,5733.05,0.018016706,6179.586717,0.048000605,,4258.366901,1.94E-17,4706.937603,0.018489689,5073.552313,0.049077283
5735,0.017117428,5187.8908,1.53E-17,2.42E-18,4259.35205,1.51E-17,4708.538588,0.01711743,6181.50648,0.043074206,5075.128473,0.043074206,,5187.8908,1.70E-17,5735,0.018812157,6181.50648,0.046985416,,4259.35205,1.73E-17,4708.538588,0.019305674,5075.128473,0.048038708
5736.95,0.01885806,5189.0907,1.25E-17,2.37E-18,4260.337199,1.33E-17,4710.139573,0.01885806,6183.426243,0.042801183,5076.704633,0.042801183,,5189.0907,1.39E-17,5736.95,0.020724386,6183.426243,0.046686188,,4260.337199,1.52E-17,4710.139573,0.021267675,5076.704633,0.047732162
5738.9,0.015711851,5190.2906,1.79E-17,2.45E-18,4261.322349,1.70E-17,4711.740558,0.01571185,6185.346007,0.043745913,5078.280794,0.043745913,,5190.2906,1.99E-17,5738.9,0.017266193,6185.346007,0.047715225,,4261.322349,1.95E-17,4711.740558,0.017718499,5078.280794,0.048783633
5740.85,0.011485153,5191.4905,1.31E-17,2.31E-18,4262.307498,1.35E-17,4713.341544,0.01148515,6187.26577,0.04197713,5079.856954,0.04197713,,5191.4905,1.46E-17,5740.85,0.012620909,6187.26577,0.045784565,,4262.307498,1.55E-17,4713.341544,0.012951286,5079.856954,0.046809148
5742.8,0.01201742,5192.6904,1.11E-17,2.28E-18,4263.292648,1.10E-17,4714.942529,0.01201742,6189.185533,0.041225083,5081.433114,0.041225083,,5192.6904,1.24E-17,5742.8,0.013205344,6189.185533,0.044962945,,4263.292648,1.26E-17,4714.942529,0.013550773,5081.433114,0.045968559
5744.75,0.015279002,5193.8904,9.55E-18,2.29E-18,4264.277797,9.97E-18,4716.543514,0.015279,6191.105296,0.043012306,5083.009275,0.043012306,,5193.8904,1.06E-17,5744.75,0.016788739,6191.105296,0.046910795,,4264.277797,1.14E-17,4716.543514,0.017227586,5083.009275,0.047959368
5746.7,0.016981358,5195.0903,1.35E-17,2.45E-18,4265.262946,1.32E-17,4718.144499,0.01698136,6193.02506,0.041937243,5084.585435,0.041937243,,5195.0903,1.50E-17,5746.7,0.018658648,6193.02506,0.045736909,,4265.262946,1.51E-17,4718.144499,0.019146025,5084.585435,0.046758653
5748.65,0.014892664,5196.2902,1.48E-17,2.58E-18,4266.248096,1.46E-17,4719.745484,0.01489266,6194.944823,0.041107811,5086.161595,0.041107811,,5196.2902,1.64E-17,5748.65,0.01636307,6194.944823,0.044830973,,4266.248096,1.67E-17,4719.745484,0.016790171,5086.161595,0.045831902
5750.6,0.018067848,5197.4901,1.45E-17,2.65E-18,4267.233245,1.50E-17,4721.34647,0.01806785,6196.864586,0.04262894,5087.737756,0.04262894,,5197.4901,1.61E-17,5750.6,0.019851051,6196.864586,0.046488466,,4267.233245,1.72E-17,4721.34647,0.020368827,5087.737756,0.047525807
5752.55,0.017766304,5198.69,1.94E-17,2.79E-18,4268.218394,1.94E-17,4722.947455,0.0177663,6198.78435,0.043472249,5089.313916,0.043472249,,5198.69,2.16E-17,5752.55,0.019519058,6198.78435,0.047406694,,4268.218394,2.22E-17,4722.947455,0.0200278,5089.313916,0.048463918
5754.5,0.01891841,5199.8899,1.67E-17,2.74E-18,4269.203544,1.67E-17,4724.54844,0.01891841,6200.704113,0.045277208,5090.890076,0.045277208,,5199.8899,1.85E-17,5754.5,0.020784094,6200.704113,0.04937352,,4269.203544,1.91E-17,4724.54844,0.021325422,5090.890076,0.050473977
5756.45,0.019272944,5201.0898,1.33E-17,2.65E-18,4270.188693,1.36E-17,4726.149425,0.01927294,6202.623876,0.046889603,5092.466237,0.046889603,,5201.0898,1.48E-17,5756.45,0.021172846,6202.623876,0.051130247,,4270.188693,1.56E-17,4726.149425,0.021723896,5092.466237,0.05226921
5758.4,0.013373433,5202.2897,1.49E-17,2.58E-18,4271.173843,1.48E-17,4727.750411,0.01337343,6204.543639,0.04452733,5094.042397,0.04452733,,5202.2897,1.65E-17,5758.4,0.014691252,6204.543639,0.048552867,,4271.173843,1.70E-17,4727.750411,0.015073334,5094.042397,0.049633802
5760.35,0.014847307,5203.4897,1.65E-17,2.49E-18,4272.158992,1.64E-17,4729.351396,0.01484731,6206.463403,0.042239796,5095.618557,0.042239796,,5203.4897,1.83E-17,5760.35,0.016309789,6206.463403,0.046057138,,4272.158992,1.88E-17,4729.351396,0.016733665,5095.618557,0.047081927
5762.3,0.01550899,5204.6896,1.66E-17,2.45E-18,4273.144141,1.65E-17,4730.952381,0.01550899,6208.383166,0.041694261,5097.194718,0.041694261,,5204.6896,1.85E-17,5762.3,0.017036051,6208.383166,0.045460929,,4273.144141,1.89E-17,4730.952381,0.017478478,5097.194718,0.046471881
5764.25,0.015686626,5205.8895,1.47E-17,2.36E-18,4274.129291,1.50E-17,4732.553366,0.01568663,6210.302929,0.042762339,5098.770878,0.042762339,,5205.8895,1.63E-17,5764.25,0.017230573,6210.302929,0.046624092,,4274.129291,1.72E-17,4732.553366,0.017677733,5098.770878,0.047660324
5766.2,0.014096775,5207.0894,1.56E-17,2.37E-18,4275.11444,1.54E-17,4734.154351,0.01409678,6212.222693,0.043525659,5100.347038,0.043525659,,5207.0894,1.73E-17,5766.2,0.0154837,6212.222693,0.047454914,,4275.11444,1.76E-17,4734.154351,0.015885236,5100.347038,0.048509018
5768.15,0.011243921,5208.2893,1.52E-17,2.37E-18,4276.099589,1.52E-17,4735.755337,0.01124392,6214.142456,0.044253834,5101.923199,0.044253834,,5208.2893,1.69E-17,5768.15,0.012349733,6214.142456,0.048247371,,4276.099589,1.74E-17,4735.755337,0.012669759,5101.923199,0.049318474
