F_peak,nu_peak,Radius,Bfield,v_shock,Mdot,den,RuledOut
0.001,0.049999999999999996,7.739435116044813e+17,0.005694697043116342,70776.88255104305,0.03971003187166505,3.32688943035317e-25,True
0.001,0.05361336110051615,7.217823092208914e+17,0.006106236978612762,66006.75754906332,0.04565688693191393,4.397952034380561e-25,True
0.001,0.05748784976988677,6.731365973005025e+17,0.006547517761993815,61558.1230071657,0.0524943251380515,5.813833763227547e-25,True
0.001,0.061642336972103286,6.27769443552031e+17,0.007020688681716357,57409.31154433168,0.06035571754615792,7.685546081951595e-25,True
0.001,0.06609705742330142,5.854598841276407e+17,0.007528054349343316,53540.1160885052,0.06939440846094493,1.0159839614163676e-24,True
0.001,0.07087370814634027,5.4600184740329946e+17,0.008072085924313093,49931.691456656044,0.07978670656945934,1.343071004777822e-24,True
0.001,0.07599555414764668,5.0920315029273824e+17,0.00865543314989183,46566.46256801771,0.09173532401798232,1.775460826527417e-24,True
0.001,0.0814875417310322,4.748845622064869e+17,0.009280937258930574,43428.038843445494,0.1054733305147531,2.3470547240760987e-24,True
0.001,0.08737642000038418,4.4287893209694234e+17,0.00995164481228559,40501.13437397175,0.1212686995872348,3.102668217457774e-24,True
0.001,0.09369087114301919,4.130303743376747e+17,0.010670822537302914,37771.49346973307,0.13942953567320973,4.101544786695178e-24,True
0.001,0.10046165012825234,3.8519350947174464e+17,0.011441973238638943,35225.82122665075,0.16031008400533103,5.422000825808675e-24,True
0.001,0.10772173450159418,3.5923275613104224e+17,0.012268852858911843,32851.71877268446,0.1843176405179281,7.167565998653284e-24,True
0.001,0.11550648500415797,3.350216706778935e+17,0.013155488772278814,30637.622878271824,0.211920496560693,9.475100427965783e-24,True
0.001,0.12385381779958553,3.124423313526114e+17,0.014106199400039402,28572.749636822216,0.2436570733888185,1.2525525141576047e-23,True
0.001,0.1328043891473343,2.913847639274414e+17,0.015125615243803937,26647.041940956708,0.2801464246069336,1.6558007090795156e-23,True
0.001,0.14240179342179007,2.717464060695087e+17,0.016218701438670647,24851.12049867375,0.32210031142748635,2.1888710909914416e-23,True
0.001,0.15269277544167076,2.5343160780391037e+17,0.017390781936258204,23176.238150861333,0.3703370862835416,2.8935587638693145e-23,True
0.001,0.1637274581438864,2.3635116564392234e+17,0.018647565435378897,21614.237267655844,0.4257976556097169,3.825114395463346e-23,True
0.001,0.17555958671075653,2.2042188811927232e+17,0.01999517318664945,20157.510016143868,0.4895638331612278,5.056576116952753e-23,True
0.001,0.18824679033962338,2.05566190586352e+17,0.02144016880646391,18798.961305887795,0.5628794418708518,6.684496039350417e-23,True
0.001,0.2018508629298277,1.917117173468657e+17,0.022989590245539444,17531.974231799104,0.647174575856585,8.836510371175514e-23,True
0.001,0.2164380640541529,1.7879098923441677e+17,0.024650984067740207,16350.37784604621,0.7440934958346713,1.168134666850374e-22,True
0.001,0.23207944168063896,1.6674107495257878e+17,0.026432442206136532,15248.417102027943,0.8555267020658697,1.5442052830591668e-22,True
0.001,0.24885117821660555,1.5550328456368083e+17,0.028342641375322435,14220.72482402259,0.9836478104497879,2.041348505354543e-22,True
0.001,0.26683496156031544,1.4502288363542253e+17,0.03039088533195183,13262.295565988761,1.130955951072309,2.698542587587793e-22,True
0.001,0.2861183829675108,1.3524882665305077e+17,0.032587150189326265,12368.461232195605,1.300324516232087,3.567314487420298e-22,True
0.001,0.30679536367065857,1.2613350839866357e+17,0.03494213300674205,11534.868340940973,1.4950572088250185,4.715779810439893e-22,True
0.001,0.328966612328784,1.1763253208671635e+17,0.03746730389025453,10757.456820618843,1.7189524843663795,6.23398337852583e-22,True
0.001,0.35274011553593215,1.0970449312641942e+17,0.0401749618586198,10032.440234860855,1.9763776436565614,8.24095914692657e-22,True
0.001,0.3782316637773144,1.0231077745782595e+17,0.04307829474651294,9356.28734043711,2.2723540213418247,1.0894062999149734e-21,True
0.001,0.4055654153948436,9.541537347939274e+16,0.04619144343678535,8725.704888092747,2.61265493205794,1.440131015255729e-21,True
0.001,0.43487450130889166,8.89846966509941e+16,0.04952957073460879,8137.621582550569,3.003918284694012,1.9037684482487054e-21,True
0.001,0.4663016734416099,8.298742591810515e+16,0.053108935218962774,7589.173123555785,3.453776061430107,2.516669848891283e-21,True
0.001,0.49999999999999994,7.739435116044813e+16,0.05694697043116343,7077.688255104305,3.9710031871665055,3.3268894303531703e-21,True
0.001,0.5361336110051615,7.217823092208914e+16,0.06106236978612763,6600.675754906331,4.565688693191395,4.3979520343805636e-21,True
0.001,0.5748784976988678,6.731365973005025e+16,0.06547517761993817,6155.812300716569,5.249432513805151,5.813833763227548e-21,True
0.001,0.6164233697210328,6.277694435520309e+16,0.07020688681716357,5740.931154433168,6.035571754615792,7.685546081951595e-21,True
0.001,0.6609705742330146,5.854598841276403e+16,0.0752805434934332,5354.0116088505165,6.9394408460945005,1.01598396141637e-20,True
0.001,0.7087370814634026,5.4600184740329944e+16,0.08072085924313092,4993.1691456656035,7.978670656945932,1.3430710047778218e-20,True
0.001,0.7599555414764668,5.092031502927382e+16,0.08655433149891831,4656.646256801771,9.173532401798232,1.7754608265274165e-20,True
0.001,0.8148754173103221,4.748845622064869e+16,0.09280937258930574,4342.803884344549,10.547333051475311,2.3470547240760988e-20,True
0.001,0.8737642000038418,4.428789320969423e+16,0.0995164481228559,4050.1134373971745,12.126869958723482,3.102668217457775e-20,True
0.001,0.9369087114301918,4.130303743376747e+16,0.10670822537302914,3777.1493469733077,13.942953567320973,4.1015447866951767e-20,True
0.001,1.0046165012825232,3.851935094717446e+16,0.11441973238638943,3522.582122665075,16.0310084005331,5.422000825808674e-20,True
0.001,1.0772173450159421,3.5923275613104212e+16,0.12268852858911847,3285.1718772684444,18.431764051792822,7.167565998653292e-20,True
0.001,1.15506485004158,3.350216706778934e+16,0.13155488772278817,3063.7622878271814,21.192049656069308,9.475100427965794e-20,True
0.001,1.2385381779958555,3.1244233135261132e+16,0.14106199400039404,2857.2749636822205,24.36570733888186,1.2525525141576055e-19,True
0.001,1.3280438914733432,2.913847639274413e+16,0.15125615243803942,2664.7041940956697,28.01464246069337,1.6558007090795173e-19,True
0.001,1.4240179342179007,2.717464060695087e+16,0.16218701438670646,2485.1120498673754,32.21003114274863,2.188871090991441e-19,True
0.001,1.5269277544167075,2.5343160780391036e+16,0.17390781936258207,2317.623815086133,37.03370862835416,2.8935587638693153e-19,True
0.001,1.637274581438864,2.3635116564392236e+16,0.18647565435378896,2161.4237267655844,42.57976556097168,3.8251143954633455e-19,True
0.001,1.7555958671075653,2.204218881192723e+16,0.1999517318664945,2015.7510016143867,48.95638331612278,5.056576116952754e-19,True
0.001,1.8824679033962335,2.05566190586352e+16,0.21440168806463908,1879.8961305887797,56.287944187085174,6.6844960393504155e-19,True
0.001,2.0185086292982777,1.9171171734686564e+16,0.2298959024553945,1753.1974231799097,64.71745758565854,8.836510371175525e-19,True
0.001,2.1643806405415296,1.7879098923441672e+16,0.24650984067740211,1635.0377846046206,74.40934958346716,1.1681346668503753e-18,True
0.001,2.3207944168063896,1.6674107495257878e+16,0.2643244220613653,1524.8417102027943,85.55267020658695,1.544205283059167e-18,True
0.001,2.4885117821660554,1.555032845636808e+16,0.28342641375322436,1422.0724824022589,98.3647810449788,2.0413485053545435e-18,True
0.001,2.6683496156031548,1.4502288363542246e+16,0.3039088533195184,1326.2295565988754,113.09559510723098,2.6985425875877968e-18,True
0.001,2.861183829675108,1.3524882665305076e+16,0.32587150189326264,1236.8461232195602,130.0324516232087,3.567314487420299e-18,True
0.001,3.067953636706586,1.2613350839866358e+16,0.34942133006742054,1153.4868340940973,149.50572088250183,4.715779810439891e-18,True
0.001,3.289666123287841,1.176325320867163e+16,0.37467303890254544,1075.745682061884,171.89524843663804,6.233983378525839e-18,True
