Astar,Time,Luminosity,logl,logt,flux,flux(mJy)
100,100,2.41E+27,27.38219721,2,0.058078655,58.07865466
100,103.796,2.64E+27,27.42226145,2.016180617,0.063621431,63.62143083
100,107.737,2.90E+27,27.46209838,2.032364878,0.069887178,69.88717781
100,111.827,3.17E+27,27.50160692,2.048546674,0.076393915,76.39391506
100,116.073,3.48E+27,27.54107977,2.064731209,0.083864613,83.86461337
100,120.479,3.80E+27,27.58001211,2.080911354,0.091576302,91.57630196
100,125.053,4.16E+27,27.61867554,2.097094115,0.100251952,100.2519516
100,129.801,4.54E+27,27.65676878,2.113278038,0.109409582,109.4095818
100,134.728,4.94E+27,27.69407846,2.129457863,0.119049193,119.0491925
100,139.843,5.38E+27,27.73054004,2.145640732,0.129652764,129.6527644
100,145.152,5.83E+27,27.76596642,2.161823024,0.140497326,140.4973264
100,150.663,6.31E+27,27.80002936,2.178006611,0.152064859,152.0648593
100,156.383,6.80E+27,27.83244504,2.19418954,0.163873382,163.8733825
100,162.32,7.29E+27,27.86284666,2.210372034,0.175681906,175.6819056
100,168.482,7.78E+27,27.8909796,2.226553509,0.187490429,187.4904287
100,174.878,8.25E+27,27.91634865,2.242735178,0.198816971,198.8169714
100,181.518,8.68E+27,27.9386698,2.258919698,0.209179553,209.1795529
100,188.409,9.07E+27,27.95765517,2.275101645,0.218578173,218.5781734
100,195.562,9.40E+27,27.97308165,2.29128447,0.226530852,226.5308522
100,202.986,9.66E+27,27.98479726,2.307466086,0.232796599,232.7965992
100,210.692,9.84E+27,27.99286267,2.323648046,0.237134424,237.134424
100,218.691,9.94E+27,27.99743007,2.33983091,0.239544327,239.5443267
100,226.993,9.97E+27,27.99869516,2.356012465,0.240267298,240.2672975
100,235.611,9.93E+27,27.99694925,2.372195563,0.239303336,239.3033364
100,244.556,9.83E+27,27.99264187,2.388378322,0.236893434,236.8934338
100,253.84,9.68E+27,27.98600993,2.404560059,0.23327858,233.2785797
100,263.477,9.50E+27,27.97754071,2.42074271,0.228940755,228.9407549
100,273.48,9.28E+27,27.96745437,2.436925571,0.223638969,223.638969
100,283.862,9.04E+27,27.95612039,2.453107258,0.217855203,217.8552026
100,294.639,8.78E+27,27.94369233,2.469290232,0.211589456,211.5894556
100,305.825,8.52E+27,27.93049057,2.485472984,0.205323709,205.3237086
100,317.435,8.25E+27,27.91661185,2.50165481,0.198816971,198.8169714
100,329.486,7.99E+27,27.90227492,2.517836966,0.192551224,192.5512244
100,341.995,7.72E+27,27.8874485,2.534019757,0.186044487,186.0444871
100,354.979,7.45E+27,27.87238939,2.550202662,0.17953775,179.5377499
100,368.455,7.20E+27,27.8570308,2.566384454,0.173512993,173.5129932
100,382.443,6.94E+27,27.84148461,2.582566716,0.167247246,167.2472462
100,396.963,6.70E+27,27.82581544,2.598750029,0.16146348,161.4634798
100,412.033,6.46E+27,27.81003079,2.614932,0.155679713,155.6797133
100,427.676,6.23E+27,27.79413936,2.63111488,0.150136937,150.1369372
100,443.912,6.00E+27,27.77815125,2.647296885,0.144594161,144.594161
100,460.765,5.78E+27,27.76215319,2.663479482,0.139292375,139.2923751
100,478.258,5.57E+27,27.74616696,2.679662243,0.134231579,134.2315795
100,496.414,5.37E+27,27.73005515,2.695844021,0.129411774,129.4117741
100,515.26,5.18E+27,27.71399427,2.712026429,0.124832959,124.832959
100,534.822,4.99E+27,27.69783937,2.728209264,0.120254144,120.2541439
100,555.126,4.81E+27,27.68169339,2.744391569,0.115916319,115.9163191
100,576.201,4.63E+27,27.66558099,2.760574008,0.111578494,111.5784942
100,598.076,4.46E+27,27.64943222,2.776756375,0.10748166,107.4816597
100,620.782,4.30E+27,27.63326641,2.792939116,0.103625815,103.6258154
100,644.349,4.14E+27,27.61710523,2.809121159,0.099769971,99.76997108
100,668.811,3.99E+27,27.60086404,2.825303407,0.096155117,96.15511706
100,694.202,3.84E+27,27.58478338,2.841485861,0.092540263,92.54026303
100,720.557,3.70E+27,27.56855371,2.857668342,0.089166399,89.16639928
100,747.913,3.57E+27,27.55242485,2.873851082,0.086033526,86.03352579
100,776.307,3.44E+27,27.53617953,2.890033502,0.082900652,82.9006523
100,805.779,3.31E+27,27.52009033,2.906215945,0.079767779,79.76777881
100,836.369,3.19E+27,27.50379068,2.922397927,0.076875896,76.87589559
100,868.122,3.07E+27,27.48770386,2.938580762,0.073984012,73.98401237
100,901.079,2.96E+27,27.47143841,2.954762868,0.071333119,71.33311942
100,935.288,2.85E+27,27.45530177,2.970945362,0.068682226,68.68222647
100,970.796,2.75E+27,27.43917474,2.987127978,0.066272324,66.27232379
100,1007.651,2.65E+27,27.42291798,3.00331014,0.063862421,63.8624211
100,1045.906,2.55E+27,27.40671046,3.019492654,0.061452518,61.45251842
100,1085.613,2.46E+27,27.39058188,3.035675035,0.059283606,59.28360601
100,1126.828,2.37E+27,27.3743817,3.05185763,0.057114694,57.11469359
100,1169.607,2.28E+27,27.35812529,3.068039959,0.054945781,54.94578118
100,1214.01,2.20E+27,27.34202769,3.084222264,0.053017859,53.01785903
100,1260.1,2.12E+27,27.32592596,3.100405012,0.051089937,51.08993688
100,1307.938,2.04E+27,27.30963017,3.116587158,0.049162015,49.16201474
100,1357.593,1.97E+27,27.29358351,3.13276959,0.047475083,47.47508286
100,1409.133,1.89E+27,27.27737997,3.148951986,0.045547161,45.54716071
100,1462.63,1.82E+27,27.26102483,3.165134477,0.043860229,43.86022883
100,1518.158,1.76E+27,27.24501887,3.181316972,0.042414287,42.41428722
100,1575.794,1.69E+27,27.22865696,3.197499443,0.040727355,40.72735535
100,1635.618,1.63E+27,27.21245396,3.213681881,0.039281414,39.28141374
100,1697.713,1.57E+27,27.19645254,3.229864274,0.037835472,37.83547213
100,1762.165,1.51E+27,27.18012588,3.246046571,0.036389531,36.38953052
100,1829.065,1.46E+27,27.16405529,3.262229139,0.035184579,35.18457917
100,1898.504,1.41E+27,27.14798532,3.278411517,0.033979628,33.97962783
100,1970.579,1.35E+27,27.13161866,3.29459385,0.032533686,32.53368622
100,2045.391,1.31E+27,27.11561051,3.310776341,0.031569725,31.56972515
100,2123.043,1.26E+27,27.09933528,3.32695879,0.030364774,30.36477381
100,2203.643,1.21E+27,27.08314414,3.343141238,0.029159822,29.15982247
100,2287.303,1.17E+27,27.06707086,3.3593237,0.028195861,28.19586139
100,2374.139,1.12E+27,27.05076631,3.375506142,0.02699091,26.99091005
100,2464.271,1.08E+27,27.03462846,3.391688466,0.026026949,26.02694898
100,2557.825,1.04E+27,27.01828431,3.407870828,0.025062988,25.0629879
100,2654.932,1.01E+27,27.00216606,3.424053402,0.024340017,24.3400171
100,2755.724,9.68E+26,26.98600993,3.440235719,0.023327858,23.32785797
100,2860.343,9.33E+26,26.96983509,3.456418115,0.022484392,22.48439203
100,2968.934,8.99E+26,26.95366306,3.472600543,0.021665025,21.66502512
100,3081.648,8.66E+26,26.93746774,3.48878303,0.020869757,20.86975724
100,3198.641,8.34E+26,26.92127019,3.5049655,0.020098588,20.09858838
100,3320.075,8.04E+26,26.90509397,3.521147894,0.019375618,19.37561757
100,3446.119,7.74E+26,26.88890926,3.53733027,0.018652647,18.65264677
100,3576.949,7.46E+26,26.87273883,3.553512748,0.017977874,17.97787402
100,3712.745,7.19E+26,26.85654764,3.569695122,0.0173272,17.32720029
100,3853.697,6.92E+26,26.84035706,3.585877565,0.016676527,16.67652657
100,4000,6.67E+26,26.82419094,3.602059991,0.016074051,16.0740509
137,100,2.23E+27,27.34869419,2,0.05374083,53.74082983
137,103.796,2.45E+27,27.38916608,2.016180617,0.059042616,59.04261574
137,107.737,2.69E+27,27.4295908,2.032364878,0.064826382,64.82638218
137,111.827,2.95E+27,27.46996921,2.048546674,0.071092129,71.09212915
137,116.073,3.24E+27,27.51027684,2.064731209,0.078080847,78.08084693
137,120.479,3.55E+27,27.55047296,2.080911354,0.085551545,85.55154525
137,125.053,3.90E+27,27.59050746,2.097094115,0.093986205,93.98620464
137,129.801,4.27E+27,27.63042788,2.113278038,0.102902845,102.9028446
137,134.728,4.68E+27,27.67024585,2.129457863,0.112783446,112.7834456
137,139.843,5.13E+27,27.70969387,2.145640732,0.123628008,123.6280076
137,145.152,5.61E+27,27.74896286,2.161823024,0.135195541,135.1955405
137,150.663,6.13E+27,27.78774377,2.178006611,0.147727034,147.7270345
137,156.383,6.70E+27,27.8260748,2.19418954,0.16146348,161.4634798
137,162.32,7.31E+27,27.86379854,2.210372034,0.176163886,176.1638861
137,168.482,7.96E+27,27.90074936,2.226553509,0.191828254,191.8282536
137,174.878,8.64E+27,27.93671476,2.242735178,0.208215592,208.2155918
137,181.518,9.36E+27,27.97141502,2.258919698,0.225566891,225.5668911
137,188.409,1.01E+28,28.00475116,2.275101645,0.243400171,243.400171
137,195.562,1.09E+28,28.03622954,2.29128447,0.262679392,262.6793925
137,202.986,1.16E+28,28.06520613,2.307466086,0.279548711,279.5487112
137,210.692,1.24E+28,28.09201847,2.323648046,0.298827933,298.8279327
137,218.691,1.31E+28,28.11594318,2.33983091,0.315697251,315.6972515
137,226.993,1.37E+28,28.13640345,2.356012465,0.330156668,330.1566676
137,235.611,1.43E+28,28.15381486,2.372195563,0.344616084,344.6160837
137,244.556,1.47E+28,28.16731733,2.388378322,0.354255694,354.2556944
137,253.84,1.50E+28,28.17695898,2.404560059,0.361485402,361.4854025
137,263.477,1.53E+28,28.18326984,2.42074271,0.368715111,368.7151105
137,273.48,1.54E+28,28.18610838,2.436925571,0.371125013,371.1250132
137,283.862,1.53E+28,28.18582536,2.453107258,0.368715111,368.7151105
137,294.639,1.52E+28,28.1826999,2.469290232,0.366305208,366.3052078
137,305.825,1.50E+28,28.17695898,2.485472984,0.361485402,361.4854025
137,317.435,1.48E+28,28.1693805,2.50165481,0.356665597,356.6655971
137,329.486,1.45E+28,28.16016829,2.517836966,0.349435889,349.4358891
137,341.995,1.41E+28,28.14921911,2.534019757,0.339796278,339.7962783
137,354.979,1.37E+28,28.13735411,2.550202662,0.330156668,330.1566676
137,368.455,1.33E+28,28.12450422,2.566384454,0.320517057,320.5170569
137,382.443,1.29E+28,28.11092624,2.582566716,0.310877446,310.8774461
137,396.963,1.25E+28,28.09691001,2.598750029,0.301237835,301.2378354
137,412.033,1.21E+28,28.08206693,2.614932,0.291598225,291.5982247
137,427.676,1.17E+28,28.06707086,2.63111488,0.281958614,281.9586139
137,443.912,1.13E+28,28.05192392,2.647296885,0.272319003,272.3190032
137,460.765,1.09E+28,28.0366289,2.663479482,0.262679392,262.6793925
137,478.258,1.05E+28,28.02077549,2.679662243,0.253039782,253.0397817
137,496.414,1.01E+28,28.00518051,2.695844021,0.243400171,243.400171
137,515.26,9.76E+27,27.98936081,2.712026429,0.235206502,235.2065019
137,534.822,9.41E+27,27.97345114,2.728209264,0.226771842,226.7718425
137,555.126,9.07E+27,27.95746362,2.744391569,0.218578173,218.5781734
137,576.201,8.74E+27,27.94141204,2.760574008,0.210625495,210.6254945
137,598.076,8.42E+27,27.92536367,2.776756375,0.202913806,202.9138059
137,620.782,8.12E+27,27.90928852,2.792939116,0.195684098,195.6840979
137,644.349,7.82E+27,27.89315121,2.809121159,0.18845439,188.4543898
137,668.811,7.53E+27,27.87702562,2.825303407,0.181465672,181.465672
137,694.202,7.26E+27,27.8608768,2.841485861,0.174958935,174.9589348
137,720.557,6.99E+27,27.84472563,2.857668342,0.168452198,168.4521976
137,747.913,6.74E+27,27.82859546,2.873851082,0.162427441,162.4274408
137,776.307,6.49E+27,27.8124454,2.890033502,0.156402684,156.4026841
137,805.779,6.26E+27,27.79629674,2.906215945,0.150859908,150.859908
137,836.369,6.03E+27,27.78010119,2.922397927,0.145317132,145.3171318
137,868.122,5.81E+27,27.76395183,2.938580762,0.140015346,140.0153459
137,901.079,5.59E+27,27.74772246,2.954762868,0.13471356,134.71356
137,935.288,5.39E+27,27.73158877,2.970945362,0.129893755,129.8937546
137,970.796,5.19E+27,27.71541832,2.987127978,0.125073949,125.0739493
137,1007.651,5.00E+27,27.6992305,3.00331014,0.120495134,120.4951342
137,1045.906,4.82E+27,27.68304704,3.019492654,0.116157309,116.1573093
137,1085.613,4.64E+27,27.66689221,3.035675035,0.111819484,111.8194845
137,1126.828,4.47E+27,27.65069598,3.05185763,0.10772265,107.7226499
137,1169.607,4.31E+27,27.63447727,3.068039959,0.103866806,103.8668056
137,1214.01,4.15E+27,27.61825734,3.084222264,0.100010961,100.0109614
137,1260.1,4.00E+27,27.60216855,3.100405012,0.096396107,96.39610733
137,1307.938,3.85E+27,27.58591171,3.116587158,0.092781253,92.7812533
137,1357.593,3.71E+27,27.56972495,3.13276959,0.08940739,89.40738954
137,1409.133,3.58E+27,27.55364034,3.148951986,0.086274516,86.27451606
137,1462.63,3.45E+27,27.53744128,3.165134477,0.083141643,83.14164257
137,1518.158,3.32E+27,27.52126888,3.181316972,0.080008769,80.00876908
137,1575.794,3.20E+27,27.50501424,3.197499443,0.077116886,77.11688586
137,1635.618,3.08E+27,27.48883263,3.213681881,0.074225003,74.22500264
137,1697.713,2.97E+27,27.4726102,3.229864274,0.07157411,71.57410969
137,1762.165,2.86E+27,27.45651786,3.246046571,0.068923217,68.92321674
137,1829.065,2.76E+27,27.44027921,3.262229139,0.066513314,66.51331405
137,1898.504,2.66E+27,27.42406453,3.278411517,0.064103411,64.10341137
137,1970.579,2.56E+27,27.40790054,3.29459385,0.061693509,61.69350869
137,2045.391,2.47E+27,27.39181692,3.310776341,0.059524596,59.52459627
137,2123.043,2.38E+27,27.37566361,3.32695879,0.057355684,57.35568386
137,2203.643,2.29E+27,27.35945602,3.343141238,0.055186771,55.18677144
137,2287.303,2.20E+27,27.34321159,3.3593237,0.053017859,53.01785903
137,2374.139,2.12E+27,27.32694999,3.375506142,0.051089937,51.08993688
137,2464.271,2.05E+27,27.31090563,3.391688466,0.049403005,49.403005
137,2557.825,1.97E+27,27.29468662,3.407870828,0.047475083,47.47508286
137,2654.932,1.90E+27,27.27852496,3.424053402,0.045788151,45.78815098
137,2755.724,1.83E+27,27.26221371,3.440235719,0.044101219,44.1012191
137,2860.343,1.76E+27,27.2460059,3.456418115,0.042414287,42.41428722
137,2968.934,1.70E+27,27.22993769,3.472600543,0.040968346,40.96834561
137,3081.648,1.64E+27,27.2137833,3.48878303,0.039522404,39.522404
137,3198.641,1.58E+27,27.19755621,3.5049655,0.038076462,38.07646239
137,3320.075,1.52E+27,27.18127177,3.521147894,0.036630521,36.63052078
137,3446.119,1.46E+27,27.16524433,3.53733027,0.035184579,35.18457917
137,3576.949,1.41E+27,27.14891099,3.553512748,0.033979628,33.97962783
137,3712.745,1.36E+27,27.13289977,3.569695122,0.032774676,32.77467649
137,3853.697,1.31E+27,27.11660774,3.585877565,0.031569725,31.56972515
137,4000,1.26E+27,27.10037055,3.602059991,0.030364774,30.36477381
189,100,2.06E+27,27.31344537,2,0.049643995,49.64399527
189,103.796,2.26E+27,27.35430056,2.016180617,0.054463801,54.46380064
189,107.737,2.48E+27,27.39497672,2.032364878,0.059765587,59.76558654
189,111.827,2.73E+27,27.43552585,2.048546674,0.065790343,65.79034325
189,116.073,2.99E+27,27.4762518,2.064731209,0.07205609,72.05609023
189,120.479,3.29E+27,27.5167997,2.080911354,0.079285798,79.28579828
189,125.053,3.61E+27,27.55726653,2.097094115,0.086997487,86.99748686
189,129.801,3.96E+27,27.59769519,2.113278038,0.095432146,95.43214625
189,134.728,4.35E+27,27.63818964,2.129457863,0.104830767,104.8307667
189,139.843,4.77E+27,27.67851838,2.145640732,0.114952358,114.952358
189,145.152,5.23E+27,27.71875073,2.161823024,0.12603791,126.0379103
189,150.663,5.74E+27,27.75883622,2.178006611,0.138328414,138.328414
189,156.383,6.29E+27,27.79885773,2.19418954,0.151582879,151.5828788
189,162.32,6.90E+27,27.83872319,2.210372034,0.166283285,166.2832851
189,168.482,7.56E+27,27.87834942,2.226553509,0.182188643,182.1886428
189,174.878,8.27E+27,27.91771552,2.242735178,0.199298952,199.2989519
189,181.518,9.05E+27,27.95674455,2.258919698,0.218096193,218.0961928
189,188.409,9.89E+27,27.99532801,2.275101645,0.238339375,238.3393754
189,195.562,1.08E+28,28.03342376,2.29128447,0.26026949,260.2694898
189,202.986,1.18E+28,28.07077646,2.307466086,0.284368517,284.3685166
189,210.692,1.28E+28,28.10720997,2.323648046,0.308467543,308.4675434
189,218.691,1.39E+28,28.14238947,2.33983091,0.334976473,334.976473
189,226.993,1.50E+28,28.17638069,2.356012465,0.361485402,361.4854025
189,235.611,1.62E+28,28.20871002,2.372195563,0.390404235,390.4042347
189,244.556,1.73E+28,28.23904909,2.388378322,0.416913164,416.9131642
189,253.84,1.85E+28,28.26717173,2.404560059,0.445831996,445.8319964
189,263.477,1.96E+28,28.29247759,2.42074271,0.472340926,472.3409259
189,273.48,2.06E+28,28.31470969,2.436925571,0.496439953,496.4399527
189,283.862,2.16E+28,28.33344727,2.453107258,0.52053898,520.5389796
189,294.639,2.23E+28,28.34869419,2.469290232,0.537408298,537.4082983
189,305.825,2.29E+28,28.36040405,2.485472984,0.551867714,551.8677144
189,317.435,2.34E+28,28.36828688,2.50165481,0.563917228,563.9172279
189,329.486,2.36E+28,28.37272794,2.517836966,0.568737033,568.7370332
189,341.995,2.37E+28,28.37383115,2.534019757,0.571146936,571.1469359
189,354.979,2.36E+28,28.37199091,2.550202662,0.568737033,568.7370332
189,368.455,2.33E+28,28.36754227,2.566384454,0.561507325,561.5073252
189,382.443,2.30E+28,28.36097188,2.582566716,0.554277617,554.2776171
189,396.963,2.25E+28,28.3523755,2.598750029,0.542228104,542.2281037
189,412.033,2.20E+28,28.34222523,2.614932,0.53017859,530.1785903
189,427.676,2.14E+28,28.33081947,2.63111488,0.515719174,515.7191742
189,443.912,2.08E+28,28.31848073,2.647296885,0.501259758,501.2597581
189,460.765,2.02E+28,28.30513632,2.663479482,0.486800342,486.800342
189,478.258,1.96E+28,28.29114676,2.679662243,0.472340926,472.3409259
189,496.414,1.89E+28,28.27692113,2.695844021,0.455471607,455.4716071
189,515.26,1.83E+28,28.26197619,2.712026429,0.441012191,441.012191
189,534.822,1.77E+28,28.2469907,2.728209264,0.426552775,426.5527749
189,555.126,1.71E+28,28.23172438,2.744391569,0.412093359,412.0933588
189,576.201,1.65E+28,28.2161659,2.760574008,0.397633943,397.6339427
189,598.076,1.59E+28,28.20030318,2.776756375,0.383174527,383.1745266
189,620.782,1.53E+28,28.18469143,2.792939116,0.368715111,368.7151105
189,644.349,1.48E+28,28.16879202,2.809121159,0.356665597,356.6655971
189,668.811,1.42E+28,28.15259408,2.825303407,0.342206181,342.206181
189,694.202,1.37E+28,28.13672057,2.841485861,0.330156668,330.1566676
189,720.557,1.32E+28,28.12057393,2.857668342,0.318107154,318.1071542
189,747.913,1.27E+28,28.10448711,2.873851082,0.306057641,306.0576408
189,776.307,1.23E+28,28.08849047,2.890033502,0.29641803,296.41803
189,805.779,1.18E+28,28.0722499,2.906215945,0.284368517,284.3685166
189,836.369,1.14E+28,28.05614226,2.922397927,0.274728906,274.7289059
189,868.122,1.10E+28,28.04020663,2.938580762,0.265089295,265.0892951
189,901.079,1.06E+28,28.02407499,2.954762868,0.255449684,255.4496844
189,935.288,1.02E+28,28.00774778,2.970945362,0.245810074,245.8100737
189,970.796,9.81E+27,27.99162473,2.987127978,0.236411453,236.4114532
189,1007.651,9.45E+27,27.97543181,3.00331014,0.227735804,227.7358036
189,1045.906,9.11E+27,27.95927995,3.019492654,0.219542134,219.5421344
189,1085.613,8.77E+27,27.94309862,3.035675035,0.211348465,211.3484653
189,1126.828,8.45E+27,27.9269081,3.05185763,0.203636777,203.6367767
189,1169.607,8.14E+27,27.9107311,3.068039959,0.196166078,196.1660784
189,1214.01,7.85E+27,27.89459295,3.084222264,0.189177361,189.1773606
189,1260.1,7.56E+27,27.87840689,3.100405012,0.182188643,182.1886428
189,1307.938,7.28E+27,27.86219103,3.116587158,0.175440915,175.4409153
189,1357.593,7.02E+27,27.84602768,3.13276959,0.169175168,169.1751684
189,1409.133,6.76E+27,27.82988245,3.148951986,0.162909421,162.9094214
189,1462.63,6.51E+27,27.8136477,3.165134477,0.156884665,156.8846647
189,1518.158,6.27E+27,27.79747529,3.181316972,0.151100898,151.1008982
189,1575.794,6.04E+27,27.78132446,3.197499443,0.145558122,145.5581221
189,1635.618,5.82E+27,27.76514679,3.213681881,0.140256336,140.2563362
189,1697.713,5.61E+27,27.74896286,3.229864274,0.135195541,135.1955405
189,1762.165,5.41E+27,27.7327957,3.246046571,0.130375735,130.3757352
189,1829.065,5.21E+27,27.71658758,3.262229139,0.12555593,125.5559298
189,1898.504,5.02E+27,27.70035753,3.278411517,0.120977115,120.9771147
189,1970.579,4.83E+27,27.6842168,3.29459385,0.1163983,116.3982996
189,2045.391,4.66E+27,27.66801297,3.310776341,0.112301465,112.301465
189,2123.043,4.49E+27,27.65185927,3.32695879,0.10820463,108.2046305
189,2203.643,4.32E+27,27.63568476,3.343141238,0.104107796,104.1077959
189,2287.303,4.16E+27,27.61951072,3.3593237,0.100251952,100.2519516
189,2374.139,4.01E+27,27.60325266,3.375506142,0.096637098,96.63709759
189,2464.271,3.87E+27,27.5871495,3.391688466,0.093263234,93.26323384
189,2557.825,3.72E+27,27.57089304,3.407870828,0.08964838,89.64837981
189,2654.932,3.59E+27,27.55473138,3.424053402,0.086515506,86.51550632
189,2755.724,3.46E+27,27.53857373,3.440235719,0.083382633,83.38263284
189,2860.343,3.33E+27,27.52244423,3.456418115,0.080249759,80.24975935
189,2968.934,3.21E+27,27.50623436,3.472600543,0.077357876,77.35787613
189,3081.648,3.09E+27,27.48995848,3.48878303,0.074465993,74.46599291
189,3198.641,2.98E+27,27.47377883,3.5049655,0.0718151,71.81509996
189,3320.075,2.87E+27,27.45773055,3.521147894,0.069164207,69.16420701
189,3446.119,2.76E+27,27.44153804,3.53733027,0.066513314,66.51331405
189,3576.949,2.66E+27,27.42537117,3.553512748,0.064103411,64.10341137
189,3712.745,2.57E+27,27.40908737,3.569695122,0.061934499,61.93449896
189,3853.697,2.47E+27,27.39287275,3.585877565,0.059524596,59.52459627
189,4000,2.38E+27,27.3767594,3.602059991,0.057355684,57.35568386
259,100,1.89E+27,27.27692113,2,0.045547161,45.54716071
259,103.796,2.08E+27,27.31806333,2.016180617,0.050125976,50.12597581
259,107.737,2.29E+27,27.3588862,2.032364878,0.055186771,55.18677144
259,111.827,2.51E+27,27.39984671,2.048546674,0.060488557,60.48855735
259,116.073,2.76E+27,27.4407517,2.064731209,0.066513314,66.51331405
259,120.479,3.03E+27,27.48144263,2.080911354,0.073020051,73.0200513
259,125.053,3.33E+27,27.52218332,2.097094115,0.080249759,80.24975935
259,129.801,3.66E+27,27.56288738,2.113278038,0.088202438,88.2024382
259,134.728,4.01E+27,27.60357737,2.129457863,0.096637098,96.63709759
259,139.843,4.41E+27,27.64424159,2.145640732,0.106276708,106.2767083
259,145.152,4.84E+27,27.68484536,2.161823024,0.11663929,116.6392899
259,150.663,5.31E+27,27.72533982,2.178006611,0.127965832,127.9658325
259,156.383,5.83E+27,27.76581752,2.19418954,0.140497326,140.4973264
259,162.32,6.40E+27,27.80631567,2.210372034,0.154233772,154.2337717
259,168.482,7.03E+27,27.84664633,2.226553509,0.169416159,169.4161586
259,174.878,7.71E+27,27.88694171,2.242735178,0.185803497,185.8034969
259,181.518,8.46E+27,27.92716497,2.258919698,0.203877767,203.877767
259,188.409,9.27E+27,27.96722026,2.275101645,0.223397979,223.3979787
259,195.562,1.02E+28,28.00732095,2.29128447,0.245810074,245.8100737
259,202.986,1.11E+28,28.04688519,2.307466086,0.267499198,267.4991978
259,210.692,1.22E+28,28.08635983,2.323648046,0.294008127,294.0081273
259,218.691,1.34E+28,28.12548127,2.33983091,0.32292696,322.9269595
259,226.993,1.46E+28,28.16435286,2.356012465,0.351845792,351.8457917
259,235.611,1.60E+28,28.20276069,2.372195563,0.385584429,385.5844293
259,244.556,1.74E+28,28.24029958,2.388378322,0.419323067,419.3230669
259,253.84,1.89E+28,28.27737997,2.404560059,0.455471607,455.4716071
259,263.477,2.06E+28,28.31323429,2.42074271,0.496439953,496.4399527
259,273.48,2.23E+28,28.34791519,2.436925571,0.537408298,537.4082983
259,283.862,2.41E+28,28.38111508,2.453107258,0.580786547,580.7865466
259,294.639,2.59E+28,28.41246055,2.469290232,0.624164795,624.1647949
259,305.825,2.76E+28,28.44153804,2.485472984,0.665133141,665.1331405
259,317.435,2.94E+28,28.46819959,2.50165481,0.708511389,708.5113888
259,329.486,3.10E+28,28.49192171,2.517836966,0.747069832,747.0698318
259,341.995,3.25E+28,28.51241755,2.534019757,0.783218372,783.218372
259,354.979,3.38E+28,28.52943035,2.550202662,0.814547107,814.5471069
259,368.455,3.49E+28,28.54282543,2.566384454,0.841056036,841.0560364
259,382.443,3.57E+28,28.55254655,2.582566716,0.860335258,860.3352579
259,396.963,3.62E+28,28.55858858,2.598750029,0.872384771,872.3847713
259,412.033,3.64E+28,28.56122068,2.614932,0.877204577,877.2045767
259,427.676,3.64E+28,28.56086269,2.63111488,0.877204577,877.2045767
259,443.912,3.61E+28,28.55762749,2.647296885,0.869974869,869.9748686
259,460.765,3.56E+28,28.5519377,2.663479482,0.857925355,857.9253552
259,478.258,3.50E+28,28.54419211,2.679662243,0.843465939,843.4659391
259,496.414,3.43E+28,28.53478736,2.695844021,0.82659662,826.5966203
259,515.26,3.34E+28,28.52400645,2.712026429,0.804907496,804.9074962
259,534.822,3.25E+28,28.51201697,2.728209264,0.783218372,783.218372
259,555.126,3.16E+28,28.49913699,2.744391569,0.761529248,761.5292479
259,576.201,3.06E+28,28.48557948,2.760574008,0.737430221,737.430221
259,598.076,2.96E+28,28.47143841,2.776756375,0.713331194,713.3311942
259,620.782,2.86E+28,28.45682135,2.792939116,0.689232167,689.2321674
259,644.349,2.77E+28,28.44185218,2.809121159,0.667543043,667.5430432
259,668.811,2.67E+28,28.42651126,2.825303407,0.643444016,643.4440164
259,694.202,2.58E+28,28.41111442,2.841485861,0.621754892,621.7548922
259,720.557,2.49E+28,28.39550112,2.857668342,0.600065768,600.0657681
259,747.913,2.40E+28,28.37984918,2.873851082,0.578376644,578.376644
259,776.307,2.31E+28,28.36398783,2.890033502,0.55668752,556.6875198
259,805.779,2.23E+28,28.34791519,2.906215945,0.537408298,537.4082983
259,836.369,2.15E+28,28.33203428,2.922397927,0.518129077,518.1290769
259,868.122,2.07E+28,28.31597035,2.938580762,0.498849855,498.8498554
259,901.079,2.00E+28,28.2999429,2.954762868,0.481980537,481.9805366
259,935.288,1.92E+28,28.28375338,2.970945362,0.462701315,462.7013152
259,970.796,1.85E+28,28.26764098,2.987127978,0.445831996,445.8319964
259,1007.651,1.79E+28,28.25163822,3.00331014,0.43137258,431.3725803
259,1045.906,1.72E+28,28.23552845,3.019492654,0.414503261,414.5032615
259,1085.613,1.66E+28,28.21932251,3.035675035,0.400043845,400.0438454
259,1126.828,1.60E+28,28.20303289,3.05185763,0.385584429,385.5844293
259,1169.607,1.54E+28,28.18695634,3.068039959,0.371125013,371.1250132
259,1214.01,1.48E+28,28.1708482,3.084222264,0.356665597,356.6655971
259,1260.1,1.43E+28,28.15472821,3.100405012,0.344616084,344.6160837
259,1307.938,1.38E+28,28.13861843,3.116587158,0.33256657,332.5665703
259,1357.593,1.33E+28,28.12221588,3.13276959,0.320517057,320.5170569
259,1409.133,1.28E+28,28.1061909,3.148951986,0.308467543,308.4675434
259,1462.63,1.23E+28,28.08990511,3.165134477,0.29641803,296.41803
259,1518.158,1.19E+28,28.07371835,3.181316972,0.286778419,286.7784193
259,1575.794,1.14E+28,28.0576661,3.197499443,0.274728906,274.7289059
