F_peak,nu_peak,Radius,Bfield,v_shock,Mdot,den,RuledOut,,
0.00308884359647748,0.312527596263699,3.06968591074845E+017,0.0290914985608183,19848.1851441729,0.116469310649851,6.20269293935033E-024,True,,
0.00308884359647748,0.359842836500576,2.66605712732931E+017,0.0334958176024382,17238.3745460368,0.134102228444961,9.4679019474953E-024,True,,
0.00308884359647748,0.414321386427342,2.31550093815636E+017,0.0385669302841252,14971.7243582188,0.154404688870952,1.44519756441102E-023,True,,
0.00308884359647748,0.477047738174997,2.01103890072073E+017,0.0444057860952856,13003.1128897832,0.177780848400446,2.20597552843487E-023,True,,
0.00308884359647748,0.549270570993779,1.74661015833237E+017,0.0511286178135861,11293.3514389495,0.204696050936626,3.36724068175186E-023,True,,
0.00308884359647748,0.632427608427648,1.51695078802132E+017,0.0588692553244833,9808.40417249884,0.235686091308723,5.13981667642943E-023,True,,
0.00308884359647748,0.728174238750622,1.31748901281759E+017,0.067781789742384,8518.71058216547,0.271367881218097,7.84550852288877E-023,True,,
0.00308884359647748,0.838416468405504,1.14425419242452E+017,0.0780436408674936,7398.59703030672,0.312451729959483,1.19755251709639E-022,True,,
0.00308884359647748,0.965348864441625,9.93797780583363E+016,0.0898590890415176,6425.76567062437,0.359755484386938,1.82796567873185E-022,True,,
0.00308884359647748,1.1114982412631,8.63124675645502E+016,0.103463341710069,5580.85056999825,0.414220809605578,2.79023965539596E-022,True,,
0.00308884359647748,1.27977396134977,7.49633597763565E+016,0.119127215643913,4847.0321952502,0.476931934485138,4.25907194272123E-022,True,,
0.00308884359647748,1.4735258512759,6.51065305803803E+016,0.137162528026972,4209.70259051379,0.549137235158051,6.50112393686161E-022,True,,
0.00308884359647748,1.69661088594766,5.65457623145505E+016,0.15792830373024,3656.17457997175,0.632274086159825,9.92343238405855E-022,True,,
0.00308884359647748,1.95346996852731,4.91106377076278E+016,0.181837922338428,3175.42920712604,0.727997473917757,1.51473054870755E-021,True,,
0.00308884359647748,2.24921633448472,4.26531474212568E+016,0.209367347203546,2757.89638293121,0.83821294219018,2.31211192497641E-021,True,,
0.00308884359647748,2.5897373396156,3.70447436616547E+016,0.241064600339346,2395.26437620347,0.965114525293659,3.5292491844041E-021,True,,
0.00308884359647748,2.98181165829732,3.21737812078504E+016,0.277560671771191,2080.31435387415,1.11122842424625,5.38710936571297E-021,True,,
0.00308884359647748,3.4332442250215,2.79432949156056E+016,0.319582080511308,1806.7766773179,1.27946329527791,8.22298052696225E-021,True,,
0.00308884359647748,3.95302160545385,2.42690694542918E+016,0.367965337207894,1569.20609407927,1.47316815179004,1.25517052200872E-020,True,,
0.00308884359647748,4.55149088995761,2.1077962851414E+016,0.423673596372774,1362.87334046778,1.69619903240529,1.91591483666283E-020,True,,
0.00308884359647748,5.24056567077343,1.83064504719615E+016,0.487815829679702,1183.67099717877,1.95299576225343,2.92448683025975E-020,True,,
0.00308884359647748,6.03396320319664,1.58993604479144E+016,0.561668902011823,1028.03172382937,2.24867033556264,4.46398924247584E-020,True,,
0.00308884359647748,6.94747747186569,1.38087753843861E+016,0.64670298972115,892.857244723014,2.58910867896869,6.81391338499207E-020,True,,
0.00308884359647748,7.99929359803029,1.1993078478917E+016,0.744610847095591,775.456672178233,2.98108782132072,1.04008798176277E-019,True,,
0.00308884359647748,9.21034984663358,1.0416125065232E+016,0.857341503634432,673.492939638169,3.43241080245678,1.58760898280572E-019,True,,
0.00308884359647748,10.604754439601,9.04652308957053E+015,0.987139062936304,584.936278216983,3.95206200654714,2.42335487620345E-019,True,,
0.00308884359647748,12.2102654727432,7857008196196238,1.13658737556028,508.023810551236,4.55038601219122,3.69905242387865E-019,True,,
0.00308884359647748,14.0588434898712,6823900982054026,1.30866147515263,441.22445760025,5.23929351959639,5.64630008133148E-019,True,,
0.00308884359647748,16.1872877140882,5926635616266949,1.5067868017665,383.208459803089,6.03249845418416,8.61861389220735E-019,True,,
0.00308884359647748,18.6379686015747,5147350440807704,1.73490739131976,332.820905856721,6.94579096659154,1.31556070972114E-018,True,,
0.00308884359647748,21.4596713006439,4.47053240252553E+015,1.99756438862302,289.05874215879,7.9973517636167,2.00809550422815E-018,True,,
0.00308884359647748,24.7085668066192,3882708238317380,2.29998644691889,251.050805247169,9.20811402742352,3.06519305745765E-018,True,,
0.00308884359647748,28.4493301450915,3372176265936725,2.64819381349559,218.040479746602,10.6021801276488,4.67876575576414E-018,True,,
0.00308884359647748,32.7564278429775,2928773441260409,3.04911817338358,189.370636598125,12.2073014218051,7.14175211380261E-018,True,,
0.00308884359647748,37.7156003167731,2543673044875555,3.51074063683652,164.470551740006,14.0554306952576,1.090129874362E-017,True,,
0.00308884359647748,43.4255686875676,2209208970579160,4.04225061748197,142.844544833356,16.1833582380713,1.66399382678063E-017,True,,
0.00308884359647748,50,1.91872311794151E+015,4.65422876389323,124.062111866104,18.633444220967,2.53995007446664E-017,True,,
0.00355648030622313,0.05,2.05122538427611E+018,0.00458567258124178,132629.534041197,0.0180885506956874,2.15741485946205E-026,True,,
0.00355648030622313,0.0575697699663224,1.78151257637129E+018,0.00527992231285923,115190.258810122,0.0208270740514977,3.2931168041337E-026,True,,
0.00355648030622313,0.0662855682795055,1.54726393505954E+018,0.00607927825982716,100044.049921953,0.0239801972443257,5.02667265783636E-026,True,,
0.00355648030622313,0.0763208983587617,1.34381632579449E+018,0.00699965301959029,86889.3952333641,0.0276106887820573,7.67280346002991E-026,True,,
0.00355648030622313,0.0878755312427396,1.16711976318527E+018,0.00805936828363773,75464.4280185533,0.0317908200358952,1.1711905059994E-025,True,,
0.00355648030622313,0.101179482386258,1.01365678885639E+018,0.00927951956325797,65541.7140477538,0.0366038039301447,1.78772623134253E-025,True,,
0.00355648030622313,0.116497590525769,8.80372450202047E+017,0.010684396133095,56923.724105633,0.042145451443016,2.72881743991171E-025,True,,
0.00355648030622313,0.134134789763986,7.64613486137824E+017,0.0123019645522269,49438.9018220263,0.0485260788940248,4.16531596942235E-025,True,,
0.00355648030622313,0.154442179823874,6.64075509234372E+017,0.014164425388111,42938.2485382063,0.0558727039859323,6.35801313468821E-025,True,,
0.00355648030622313,0.177824015311156,5.76757132799774E+017,0.0163088542259738,37292.3572243946,0.0643315743173309,9.7049854843242E-025,True,,
0.00355648030622313,0.204745753119021,5.00920129728823E+017,0.0187779397240719,32388.8364033851,0.0740710787004023,1.48138642144473E-024,True,,
0.00355648030622313,0.23574331817287,4.35054830010486E+017,0.0216208334071257,28130.0727989118,0.0852850992387904,2.26121485002266E-024,True,,
0.00355648030622313,0.271433771966193,3.77850068069568E+017,0.0248941281145681,24431.2881703085,0.0981968708946427,3.45155897471803E-024,True,,
0.00355648030622313,0.312527596263699,3.28167081691143E+017,0.0286629845813569,21218.8516513098,0.113063425376345,5.26852163377454E-024,True,,
0.00355648030622313,0.359842836500576,2.85016842939547E+017,0.0330024285779392,18428.8139971052,0.130180707810412,8.04196608224487E-024,True,,
0.00355648030622313,0.414321386427342,2.47540369803699E+017,0.0379988444312389,16005.634561234,0.149889468053969,1.22754015193524E-023,True,,
0.00355648030622313,0.477047738174997,2.14991626637129E+017,0.0437516946578499,13901.0756605395,0.172582043924829,1.87373934334297E-023,True,,
0.00355648030622313,0.549270570993779,1.8672267299565E+017,0.0503754999417838,12073.2423185566,0.198710171381403,2.86010939948183E-023,True,,
0.00355648030622313,0.632427608427648,1.62170765233977E+017,0.0580021188717396,10485.7482717226,0.228793977127917,4.36572237545582E-023,True,,
0.00355648030622313,0.728174238750622,1.4084715409567E+017,0.0667833728201067,9106.99163628465,0.263432332658684,6.66391707359471E-023,True,,
0.00355648030622313,0.838416468405504,1.22327355292598E+017,0.0768940682165738,7909.52581677166,0.303314775857043,1.01719227529008E-022,True,,
0.00355648030622313,0.965348864441625,1.06242699392544E+017,0.088535476380057,6869.51313284615,0.349235237469532,1.55266056507463E-022,True,,
0.00355648030622313,1.1114982412631,9.22729928004707E+016,0.101939340181173,5966.25028801116,0.402107845705099,2.37000898345437E-022,True,,
0.00355648030622313,1.27977396134977,8.01401437372855E+016,0.117372487294976,5181.75623378498,0.462985123577919,3.61762429471146E-022,True,,
0.00355648030622313,1.4735258512759,6.96026263299007E+016,0.135142141878938,4500.41422504923,0.533078941244203,5.52200672193719E-022,True,,
0.00355648030622313,1.69661088594766,6.04506726104841E+016,0.155602040414531,3908.66094104763,0.613784640426389,8.42889027522735E-022,True,,
0.00355648030622313,1.95346996852731,5.25020967131248E+016,0.179159473459099,3394.71648343753,0.706708811164182,1.28660095594556E-021,True,,
0.00355648030622313,2.24921633448472,4.55986681411424E+016,0.206283393486555,2948.34987652669,0.813701273837902,1.96389081574014E-021,True,,
0.00355648030622313,2.5897373396156,3.96029619084956E+016,0.237513750217866,2560.67540156183,0.93689190312303,2.99771822671617E-021,True,,
0.00355648030622313,2.98181165829732,3.439562285177E+016,0.273472239277622,2223.97571074176,1.07873302692206,4.57577096178825E-021,True,,
0.00355648030622313,3.4332442250215,2.98729896540242E+016,0.314874678147756,1931.54819972597,1.24204824429955,6.98453900975228E-021,True,,
0.00355648030622313,3.95302160545385,2.59450312824765E+016,0.362545255783722,1677.57158041095,1.43008863422799,1.06613258369222E-020,True,,
0.00355648030622313,4.55149088995761,2.25335547611655E+016,0.417432939557007,1456.98999786894,1.64659747407915,1.62736393113876E-020,True,,
0.00355648030622313,5.24056567077343,1.95706486011212E+016,0.480630366133253,1265.41238459114,1.89588475619728,2.48403754362311E-020,True,,
0.00355648030622313,6.03396320319664,1.69973309017647E+016,0.553395592342414,1099.02504850322,2.1829129859387,3.79167953772416E-020,True,,
0.00355648030622313,6.94747747186569,1.4762375211598E+016,0.637177139030589,954.515754662681,2.51339596913977,5.78768777215283E-020,True,,
0.00355648030622313,7.99929359803029,1.28212907748579E+016,0.733642826435808,829.007789349395,2.89391255555317,8.83443060381448E-020,True,,
0.00355648030622313,9.21034984663358,1.11354368641374E+016,0.844712975107041,720.002693978414,3.33203760251697,1.34850336034252E-019,True,,
0.00355648030622313,10.604754439601,9.67125356819341E+015,0.972598633289603,625.330528851868,3.83649276592076,2.058379758023E-019,True,,
0.00355648030622313,12.2102654727432,8399593722409336,1.11984559176084,543.106676661796,4.41732012023036,3.14194784591611E-019,True,,
0.00355648030622313,14.0588434898712,7295142682802965,1.28938506230943,471.694325841067,5.08608206378539,4.79592564393388E-019,True,,
0.00355648030622313,16.1872877140882,6335914393153333,1.48459202870333,409.671886926944,5.85609148883925,7.32058707213712E-019,True,,
0.00355648030622313,18.6379686015747,5502813713568571,1.70935243172573,355.804693302229,6.74267679828428,1.11742756371808E-018,True,,
0.00355648030622313,21.4596713006439,4779256297869219,1.96814052571648,309.020422967097,7.7634870446897,1.70566151027613E-018,True,,
0.00355648030622313,24.7085668066192,4.1508384527722E+015,2.26610794653789,268.387752068378,8.9388432659862,2.60355237520473E-018,True,,
0.00355648030622313,28.4493301450915,3605050406837120,2.60918626402082,233.097815246944,10.2921430117567,3.97410912399425E-018,True,,
0.00355648030622313,32.7564278429775,3131027281284981,3.00420506037934,202.448103738562,11.8503261129465,6.06615157037986E-018,True,,
0.00355648030622313,37.7156003167731,2719332805321780,3.459027885154,175.828480691335,13.6444109669647,9.25948274863607E-018,True,,
0.00355648030622313,43.4255686875676,2361771470437142,3.98270879310821,152.709035309845,15.7101120138824,1.41338408342672E-017,True,,
0.00355648030622313,50,2051225384276110,4.58567258124178,132.629534041197,18.0885506956874,2.15741485946205E-017,True,,
0.00409491506238043,0.05,2.19287792894928E+018,0.00451812622221916,141788.601172371,0.0175595913664893,1.83249226928408E-026,True,,
0.00409491506238043,0.0575697699663224,1.90453942254076E+018,0.00520214974583933,123145.012786498,0.0202180327134282,2.79714912454494E-026,True,,
0.00409491506238043,0.0662855682795055,1.65411415023448E+018,0.00598973128396664,106952.844225829,0.0232789498496729,4.26961868057387E-026,True,,
0.00409491506238043,0.0763208983587617,1.4366169529617E+018,0.00689654904356089,92889.7616651896,0.0268032757580644,6.51722266701497E-026,True,,
0.00409491506238043,0.0878755312427396,1.24771816337125E+018,0.00794065483998522,80675.8145112695,0.0308611683947135,9.94800577501335E-026,True,,
0.00409491506238043,0.101179482386258,1.08365741612408E+018,0.00914283345039827,70067.862489692,0.0355334073075119,1.51848147525434E-025,True,,
0.00409491506238043,0.116497590525769,9.41168791153766E+017,0.0105270163715965,60854.7355067433,0.0409130016962619,2.31783740665097E-025,True,,
0.00409491506238043,0.134134789763986,8.17415799736857E+017,0.0121207582188904,52853.0299342368,0.0471070419257111,3.53798866250289E-025,True,,
0.00409491506238043,0.154442179823874,7.09934919155518E+017,0.0139557852495787,45903.4576351054,0.0542388313491418,5.40044946210669E-025,True,,
0.00409491506238043,0.177824015311156,6.16586551909815E+017,0.0160686269303528,39867.6750506024,0.062450340880245,8.24334308978147E-025,True,,
0.00409491506238043,0.204745753119021,5.35512433235803E+017,0.0185013431211012,34625.5292264712,0.0719050351758824,1.25827870018323E-024,True,,
0.00409491506238043,0.23574331817287,4.65098639050557E+017,0.0213023613509959,30072.6659553501,0.0827911266899174,1.92065921567357E-024,True,,
0.00409491506238043,0.271433771966193,4.03943457931683E+017,0.0245274408543263,26118.4524212467,0.0953253223758239,2.93172873562483E-024,True,,
0.00409491506238043,0.312527596263699,3.50829487566118E+017,0.0282407825569228,22684.1729926363,0.109757137622834,4.47504341694168E-024,True,,
0.00409491506238043,0.359842836500576,3.04699400198532E+017,0.0325163071094195,19701.4622482479,0.126373863302171,6.83078667550902E-024,True,,
0.00409491506238043,0.414321386427342,2.6463489464764E+017,0.0374391264088715,17110.9440421362,0.145506284801229,1.04266355114382E-023,True,,
0.00409491506238043,0.477047738174997,2.29838415892967E+017,0.0431072379019759,14861.0495162182,0.167535266893219,1.59154037818465E-023,True,,
0.00409491506238043,0.549270570993779,1.99617278328035E+017,0.0496334753980057,12906.9905307175,0.192899335525781,2.42935582874592E-023,True,,
0.00409491506238043,0.632427608427648,1.73369876625188E+017,0.0571477552258462,11209.8680768292,0.222103407457512,3.70821238565965E-023,True,,
0.00409491506238043,0.728174238750622,1.50573709714845E+017,0.0657996624488732,9735.89792297836,0.255728841521307,5.66028201157263E-023,True,,
0.00409491506238043,0.838416468405504,1.30774979475277E+017,0.0757614286208658,8455.73807978888,0.294445011602715,8.63995616174323E-023,True,,
0.00409491506238043,0.965348864441625,1.13579557076378E+017,0.0872313603604639,7343.90469575906,0.339022631713989,1.31881843208912E-022,True,,
0.00409491506238043,1.1114982412631,9.8645137146475E+016,0.100437786996026,6378.26475601271,0.390349098423031,2.01306815018271E-022,True,,
0.00409491506238043,1.27977396134977,8.56744235769756E+016,0.115643605865754,5539.59548539444,0.449446156055505,3.0727833935871E-022,True,,
0.00409491506238043,1.4735258512759,7.44092113161944E+016,0.13315151575535,4811.20168504671,0.517490236327264,4.69035178120903E-022,True,,
0.00409491506238043,1.69661088594766,6.46252463399827E+016,0.153310042654052,4178.58338487474,0.595835877303568,7.15943723120983E-022,True,,
0.00409491506238043,1.95346996852731,5.61277614777579E+016,0.176520477782417,3629.14719593214,0.686042687880966,1.0928293624582E-021,True,,
0.00409491506238043,2.24921633448472,4.87475992266358E+016,0.203244866005582,3151.95561668489,0.789906394567695,1.66811437391285E-021,True,,
0.00409491506238043,2.5897373396156,4.23378443714058E+016,0.234015203655547,2737.50930265029,0.909494588603784,2.54623975164384E-021,True,,
0.00409491506238043,2.98181165829732,3.67708993766806E+016,0.269444028861438,2377.55796510191,1.0471878850307,3.88662610564496E-021,True,,
0.00409491506238043,3.4332442250215,3.19359443317136E+016,0.310236615207043,2064.93613444413,1.20572731305474,5.93261591934878E-021,True,,
0.00409491506238043,3.95302160545385,2.77367308835834E+016,0.357205011451998,1793.42051883488,1.38826888109346,9.05565153164378E-021,True,,
0.00409491506238043,4.55149088995761,2.40896662430725E+016,0.411284206802182,1557.60611852714,1.59844640271909,1.3822709202379E-020,True,,
0.00409491506238043,5.24056567077343,2.09221491219825E+016,0.473550743527659,1352.79862976552,1.84044383416067,2.10992316815497E-020,True,,
0.00409491506238043,6.03396320319664,1.81711244757637E+016,0.545244147445366,1174.9209963466,2.11907856337132,3.22062463323105E-020,True,,
0.00409491506238043,6.94747747186569,1.57818282810524E+016,0.627791602878265,1020.43224858629,2.43989730867704,4.91601930569101E-020,True,,
0.00409491506238043,7.99929359803029,1.37066973606847E+016,0.72283636328981,886.257014039865,2.80928653603972,7.50390019518707E-020,True,,
0.00409491506238043,9.21034984663358,1.19044225543223E+016,0.832270463157748,769.724296760534,3.23459959298587,1.14540880818233E-019,True,,
0.00409491506238043,10.604754439601,1.03391263863711E+016,0.958272382275123,668.514306389285,3.72430309002713,1.74837258457028E-019,True,,
0.00409491506238043,12.2102654727432,8979648861216005,1.10335041225317,580.612278614591,4.2881454435545,2.66874732640467E-019,True,,
0.00409491506238043,14.0588434898712,7798927168259476,1.27039258851324,504.268367716461,4.93735093535133,4.07362386887496E-019,True,,
0.00409491506238043,16.1872877140882,6773456948691786,1.46272418175256,437.962812784776,5.68484315182365,6.21805266496463E-019,True,,
0.00409491506238043,18.6379686015747,5882824399553951,1.68417389335344,380.375684183713,6.54550225090221,9.49134730864383E-019,True,,
0.00409491506238043,21.4596713006439,5109299900794575,1.93915007247286,330.360608012007,7.53646117796971,1.44877630646143E-018,True,,
0.00409491506238043,24.7085668066192,4437485075746747,2.2327284720488,286.92194549784,8.6774467275167,2.21143818460049E-018,True,,
0.00409491506238043,28.4493301450915,3854006259137930,2.57075329066216,249.19497304374,9.99117223996306,3.37557897827157E-018,True,,
0.00409491506238043,32.7564278429775,3347248270570196,2.95995351167173,216.42866837015,11.5037897509716,5.15254440205275E-018,True,,
0.00409491506238043,37.7156003167731,2907123193759761,3.40807685555899,187.970760085335,13.2454105940874,7.86493635196148E-018,True,,
0.00409491506238043,43.4255686875676,2524869558676711,3.92404401204157,163.2547430668,15.250704820222,1.20051801583236E-017,True,,
0.00409491506238043,50,2192877928949280,4.51812622221916,141.788601172371,17.5595913664893,1.83249226928408E-017,True,,
0.00471486636345739,0.05,2.34431264752016E+018,0.00445157481225502,151580.170794937,0.0170461002733403,1.55650541770314E-026,True,,
0.00471486636345739,0.0575697699663224,2.0360621980004E+018,0.00512552275858793,131649.102370575,0.0196268014311813,2.37587783558766E-026,True,,
0.00471486636345739,0.0662855682795055,1.76834317662853E+018,0.00590150332338114,114338.742753001,0.0225982088713559,3.62658261605441E-026,True,,
0.00471486636345739,0.0763208983587617,1.53582616159747E+018,0.00679496377565078,99304.4985414113,0.0260194737274973,5.53568086459082E-026,True,,
0.00471486636345739,0.0878755312427396,1.33388248945229E+018,0.00782369002987417,86247.0864478903,0.0299587023427357,8.44976273225956E-026,True,,
0.00471486636345739,0.101179482386258,1.15849211333708E+018,0.00900816070615332,74906.5755329088,0.0344943120472164,1.28978696528887E-025,True,,
0.00471486636345739,0.116497590525769,1.0061635768345E+018,0.0103719547934582,65057.2128190961,0.0397165921940958,1.96875399764535E-025,True,,
0.00471486636345739,0.134134789763986,8.73864510335102E+017,0.0119422210312097,56502.9292779473,0.0457295015292066,3.00514147495392E-025,True,,
0.00471486636345739,0.154442179823874,7.58961266343693E+017,0.0137502183530744,49073.4367281655,0.0526527376742202,4.58710194127315E-025,True,,
0.00471486636345739,0.177824015311156,6.59166492056227E+017,0.0158319381514639,42620.8379474791,0.0606241199200394,7.00183482042373E-025,True,,
0.00471486636345739,0.204745753119021,5.72493595546614E+017,0.0182288207500164,37016.6825161989,0.0698023327641482,1.0687726473088E-024,True,,
0.00471486636345739,0.23574331817287,4.97217199132041E+017,0.0209885803467154,32149.4097838616,0.080370084806894,1.63139377167759E-024,True,,
0.00471486636345739,0.271433771966193,4.31838792670969E+017,0.0241661548496015,27922.1280566768,0.0925377458901342,2.49018876462643E-024,True,,
0.00471486636345739,0.312527596263699,3.75056903061788E+017,0.0278247995132417,24250.6857965655,0.10654753488194,3.80106887198369E-024,True,,
0.00471486636345739,0.359842836500576,3.25741186113122E+017,0.0320373461467273,21061.9964355875,0.12267834147264,5.8020198206664E-024,True,,
0.00471486636345739,0.414321386427342,2.82909925038502E+017,0.0368876529599707,18292.5834582182,0.141251277968597,8.85630730017202E-024,True,,
0.00471486636345739,0.477047738174997,2.45710487643082E+017,0.0424722739100609,15887.3167887584,0.162636071602024,1.35184265858078E-023,True,,
0.00471486636345739,0.549270570993779,2.13402353168008E+017,0.0489023807789768,13798.3153294275,0.187258424607097,2.06347692285163E-023,True,,
0.00471486636345739,0.632427608427648,1.85342370911718E+017,0.056305976245024,11983.9938022154,0.21560848857773,3.14972824989219E-023,True,,
0.00471486636345739,0.728174238750622,1.60971957174869E+017,0.0648304420031048,10408.2349201898,0.248250621804127,4.80780179235484E-023,True,,
0.00471486636345739,0.838416468405504,1.39805975661389E+017,0.074645472658675,9039.67040886084,0.285834623825201,7.33871503846773E-023,True,,
0.00471486636345739,0.965348864441625,1.21423079980321E+017,0.0859464537997465,7851.05656505918,0.329108670840542,1.12019464906962E-022,True,,
0.00471486636345739,1.1114982412631,1.05457325998829E+017,0.0989583514934512,6818.73192271912,0.378934209484243,1.70988523907343E-022,True,,
0.00471486636345739,1.27977396134977,9.15908870753874E+016,0.113940190634489,5922.14622944299,0.436303105447561,2.6099995507294E-022,True,,
0.00471486636345739,1.4735258512759,7.95477271569497E+016,0.131190211294929,5143.45135728992,0.502357388324164,3.98395020855264E-022,True,,
0.00471486636345739,1.69661088594766,6.90881057918802E+016,0.151051805721646,4467.14600414313,0.578411985734092,6.08117317866627E-022,True,,
0.00471486636345739,1.95346996852731,6.00038056711846E+016,0.173920354167855,3879.76711280622,0.665980899289508,9.28241200142032E-022,True,,
0.00471486636345739,2.24921633448472,5.21139876937898E+016,0.200251095638095,3369.62186497864,0.76680734348123,1.4168840457691E-021,True,,
0.00471486636345739,2.5897373396156,4.52615910435945E+016,0.230568190227783,2926.5549149752,0.882898447454022,2.16275726486589E-021,True,,
0.00471486636345739,2.98181165829732,3.93102066154441E+016,0.265475153459295,2541.74622956388,1.01656521047102,3.30127154773006E-021,True,,
0.00471486636345739,3.4332442250215,3.41413615500289E+016,0.305666870328514,2207.53550956585,1.17046850645166,5.03912020497955E-021,True,,
0.00471486636345739,3.95302160545385,2.96521608215572E+016,0.351943428222765,1917.26969801793,1.34767205338494,7.69180361963653E-021,True,,
0.00471486636345739,4.55149088995761,2.57532389298267E+016,0.40522604407887,1665.17053927739,1.55170340206824,1.17409072449967E-020,True,,
0.00471486636345739,5.24056567077343,2.23669809214906E+016,0.466575402839666,1446.21955259809,1.78662415826057,1.79215317697008E-020,True,,
0.00471486636345739,6.03396320319664,1.94259773267941E+016,0.537212772268476,1256.05813037303,2.05711083614671,2.73557480925731E-020,True,,
0.00471486636345739,6.94747747186569,1.68716822545566E+016,0.61854431444933,1090.90077232184,2.3685479526439,4.17563053940232E-020,True,,
0.00471486636345739,7.99929359803029,1.46532479324012E+016,0.712189077936489,947.459728395651,2.72713521575827,6.37375747962931E-020,True,,
0.00471486636345739,9.21034984663358,1.2726512491689E+016,0.820011227786619,822.87955028299,3.14001094076521,9.72901793532373E-020,True,,
0.00471486636345739,10.604754439601,1.10531208472205E+016,0.944157155069544,714.680248648175,3.61539415103177,1.48505477794482E-019,True,,
0.00471486636345739,12.2102654727432,9.59976117125922E+015,1.08709820458822,620.707924546385,4.16274819224972,2.2668142952944E-019,True,,
0.00471486636345739,14.0588434898712,8337501762535234,1.25167987137892,539.091892246131,4.79296911711082,3.46010606858704E-019,True,,
0.00471486636345739,16.1872877140882,7241215109433802,1.44117844533521,468.207439912904,5.51860259055514,5.28156807142332E-019,True,,
0.00471486636345739,18.6379686015747,6289077682323405,1.6593662315674,406.64348683936,6.3540936334762,8.06188039907959E-019,True,,
0.00471486636345739,21.4596713006439,5462135497503670,1.91058664482437,353.174493381892,7.31607417647397,1.2305799090373E-018,True,,
0.00471486636345739,24.7085668066192,4743926804552942,2.19984067286533,306.736064421045,8.42369414792316,1.87837928319939E-018,True,,
0.00471486636345739,28.4493301450915,4120154385998142,2.53288642998833,266.403760689406,9.69900268725183,2.86719188704528E-018,True,,
0.00471486636345739,32.7564278429775,3578400945850904,2.91635378250496,231.374696168882,11.1673870721566,4.37653321172499E-018,True,,
0.00471486636345739,37.7156003167731,3107881921314110,3.35787632798449,200.951555220938,12.8580780973788,6.68041892831615E-018,True,,
0.00471486636345739,43.4255686875676,2699230796937510,3.86624335554853,174.528711282408,14.8047319655021,1.01971114804393E-017,True,,
0.00471486636345739,50,2344312647520160,4.45157481225502,151.580170794937,17.0461002733403,1.55650541770314E-017,True,,
0.00542867543932386,0.05,2.50620507269015E+018,0.0043860036958795,162047.921964404,0.0165476250821698,1.32208422155348E-026,True,,
0.00542867543932386,0.0575697699663224,2.17666761058473E+018,0.00505002447686445,140740.463318856,0.0190528593893893,2.01805310989812E-026,True,,
0.00542867543932386,0.0662855682795055,1.89046057666902E+018,0.00581457494914768,122234.693139462,0.0219373746449565,3.08039252566234E-026,True,,
0.00542867543932386,0.0763208983587617,1.64188651246558E+018,0.00669487484548745,106162.221258629,0.0252585922395036,4.7019664971233E-026,True,,
0.00542867543932386,0.0878755312427396,1.4259971104853E+018,0.00770844809616061,92203.0966258267,0.0290826268980272,7.177166142265E-026,True,,
0.00542867543932386,0.101179482386258,1.23849470939305E+018,0.00887547167386603,80079.4381146255,0.033485602810716,1.09553553529551E-025,True,,
0.00542867543932386,0.116497590525769,1.07564674143874E+018,0.0102191772521416,69549.9028061698,0.0385551690199312,1.672245124754E-025,True,,
0.00542867543932386,0.134134789763986,9.34211429078126E+017,0.0117663136730173,60404.8816304596,0.0443922442298024,2.55254500394569E-025,True,,
0.00542867543932386,0.154442179823874,8.11373251642857E+017,0.013547679430144,52462.3267261583,0.0511130257719705,3.89625055604608E-025,True,,
0.00542867543932386,0.177824015311156,7.0468689740944E+017,0.0155987357674173,45564.1274551281,0.0588513027195009,5.94730685336522E-025,True,,
0.00542867543932386,0.204745753119021,6.12028585333651E+017,0.0179603125979132,39572.962929835,0.0677611191956014,9.07807603728108E-025,True,,
0.00542867543932386,0.23574331817287,5.31553787423226E+017,0.0206794212957021,34369.5683976023,0.0780198408950265,1.38569383706888E-024,True,,
0.00542867543932386,0.271433771966193,4.61660510137681E+017,0.0238101905406047,29850.3610642427,0.0898316858627149,2.11514796990593E-024,True,,
0.00542867543932386,0.312527596263699,4.00957403866427E+017,0.0274149438455384,25925.3780948793,0.103431789816069,3.22859986449863E-024,True,,
0.00542867543932386,0.359842836500576,3.48236065647807E+017,0.0315654402165458,22516.4857442068,0.119090886938321,4.92819284199022E-024,True,,
0.00542867543932386,0.414321386427342,3.02446983765543E+017,0.0363443026430448,19555.8239657538,0.137120699322489,7.52248209971826E-024,True,,
0.00542867543932386,0.477047738174997,2.62678645357165E+017,0.0418466628549299,16984.4555373365,0.157880142352339,1.1482451834764E-023,True,,
0.00542867543932386,0.549270570993779,2.28139391134295E+017,0.0481820550883312,14751.1928111509,0.181782469549488,1.7527020787808E-023,True,,
0.00542867543932386,0.632427608427648,1.98141656000844E+017,0.0554765965587979,12811.5787328837,0.209303499117481,2.6753559441564E-023,True,,
0.00542867543932386,0.728174238750622,1.72088281850661E+017,0.0638754980480894,11127.0018452205,0.240991085946794,4.08371138174939E-023,True,,
0.00542867543932386,0.838416468405504,1.49460630076628E+017,0.0735459545822556,9663.92765832626,0.277476027637824,6.23345042586027E-023,True,,
0.00542867543932386,0.965348864441625,1.29808257149595E+017,0.0846804737450809,8393.23108636664,0.319484621645568,9.51485072752922E-023,True,,
0.00542867543932386,1.1114982412631,1.12739947741263E+017,0.0975007078828702,7289.61666103284,0.367853123518258,1.45236391054909E-022,True,,
