Mni Mekej RuledOut
0.5 0.5 False
0.5 1.5263157894736843 False
0.5 2.5526315789473686 False
0.5 3.578947368421053 False
0.5 4.605263157894737 False
0.5 5.631578947368421 False
0.5 6.657894736842106 False
0.5 7.68421052631579 False
0.5 8.710526315789474 False
0.5 9.73684210526316 False
0.5 10.763157894736842 False
0.5 11.789473684210527 False
0.5 12.815789473684212 False
0.5 13.842105263157896 False
0.5 14.86842105263158 False
0.5 15.894736842105264 False
0.5 16.92105263157895 False
0.5 17.947368421052634 False
0.5 18.97368421052632 False
0.5 20.0 False
1.5263157894736843 0.5 True
1.5263157894736843 1.5263157894736843 False
1.5263157894736843 2.5526315789473686 False
1.5263157894736843 3.578947368421053 False
1.5263157894736843 4.605263157894737 False
1.5263157894736843 5.631578947368421 False
1.5263157894736843 6.657894736842106 False
1.5263157894736843 7.68421052631579 False
1.5263157894736843 8.710526315789474 False
1.5263157894736843 9.73684210526316 False
1.5263157894736843 10.763157894736842 False
1.5263157894736843 11.789473684210527 False
1.5263157894736843 12.815789473684212 False
1.5263157894736843 13.842105263157896 False
1.5263157894736843 14.86842105263158 False
1.5263157894736843 15.894736842105264 False
1.5263157894736843 16.92105263157895 False
1.5263157894736843 17.947368421052634 False
1.5263157894736843 18.97368421052632 False
1.5263157894736843 20.0 False
2.5526315789473686 0.5 True
2.5526315789473686 1.5263157894736843 True
2.5526315789473686 2.5526315789473686 False
2.5526315789473686 3.578947368421053 False
2.5526315789473686 4.605263157894737 False
2.5526315789473686 5.631578947368421 False
2.5526315789473686 6.657894736842106 False
2.5526315789473686 7.68421052631579 False
2.5526315789473686 8.710526315789474 False
2.5526315789473686 9.73684210526316 False
2.5526315789473686 10.763157894736842 False
2.5526315789473686 11.789473684210527 False
2.5526315789473686 12.815789473684212 False
2.5526315789473686 13.842105263157896 False
2.5526315789473686 14.86842105263158 False
2.5526315789473686 15.894736842105264 False
2.5526315789473686 16.92105263157895 False
2.5526315789473686 17.947368421052634 False
2.5526315789473686 18.97368421052632 False
2.5526315789473686 20.0 False
3.578947368421053 0.5 True
