This was exported from Graph Click. It is from the Ofek paper.  Units are: JD-2450000 and unabsorbed Luminosity (times 10^41). They only list count rates and luminosity, not actual observed flux values.  From Frannson we adopt 2455479 as the date of the explosion.
5505.085	0.486
5511.216	0.438
5521.480	0.528
5523.825	0.286
5533.896	0.588
5537.528	0.449
5540.802	0.540
5675.205	1.364
5850.136	1.465
6217.453	1.404
6325.680	1.402
6379.881	1.380
6429.259	1.319
