F_peak,nu_peak,Radius,Bfield,v_shock,Mdot,den,RuledOut
0.001,0.049999999999999996,1.1245747710429852e+18,0.005240933009530568,75722.42891621895,0.1694543317270781,6.7240767451499135e-25,True
0.001,0.05756976996632237,9.767059792846556e+17,0.006034386155351608,65765.79076181445,0.19510893794649542,1.0263751556462e-24,True
0.001,0.06628556827950544,8.482802518196768e+17,0.0069479644570310485,57118.33728038751,0.224647533519064,1.566677478640634e-24,True
0.001,0.07632089835876166,7.367410468340508e+17,0.007999854310509227,49607.92557778245,0.2586581365638842,2.3914046521658577e-24,True
0.001,0.0878755312427396,6.39867978684851e+17,0.009210995448402174,43085.04759251469,0.2978177884380082,3.650283027852406e-24,True
0.001,0.10117948238625785,5.5573261718708115e+17,0.010605497782507108,37419.85387271735,0.34290603144509985,5.571857598988726e-24,True
0.001,0.11649759052576858,4.826600987915864e+17,0.012211121354345524,32499.568692568617,0.39482042700717807,8.504983549638247e-24,True
0.001,0.13413478976398627,4.1919578545644435e+17,0.014059828948010372,28226.245051509224,0.4545944232161683,1.298215970069761e-23,True
0.001,0.15444217982387404,3.640763074975537e+17,0.016188422366055947,24514.81486552859,0.523417927450556,1.981620181988309e-23,True
0.001,0.1778240153111564,3.1620441397502035e+17,0.018639275034630177,21291.395536120323,0.6026609935915543,3.0247806499040093e-23,True
0.001,0.20474575311902124,2.7462712996768624e+17,0.021461175521653494,18491.819186159275,0.6939010953748213,4.6170795307774617e-23,True
0.001,0.23574331817286964,2.385167859176265e+17,0.0247102987597692,16060.355284532812,0.7989545288021516,7.047593151655712e-23,True
0.001,0.27143377196619295,2.0715454140007507e+17,0.02845132430798027,13948.60123110439,0.9199125687338268,1.0757572812028405e-22,True
0.001,0.3125275962636986,1.7991607533021062e+17,0.0327587239129532,12114.518817136279,1.0591830994227025,1.6420552423475967e-22,True
0.001,0.3598428365005759,1.5625915774499312e+17,0.03771824400117959,10521.597380207646,1.2195385477196263,2.506462625013652e-22,True
0.001,0.4143213864273422,1.3571285575433323e+17,0.04342861261363056,9138.126994742772,1.4041710731456354,3.8259095848740426e-22,True
0.001,0.4770477381749969,1.1786815878691512e+17,0.05000350476246474,7936.567229718364,1.6167561134871649,5.839937131139678e-22,True
0.001,0.5492705709937791,1.023698365095662e+17,0.05757380533370001,6892.998907552663,1.8615255509020292,8.914184964145393e-22,True
0.001,0.6324276084276478,8.890936733762475e+16,0.06629021458293864,5986.647950465138,2.1433519550372258,1.3606772091994828e-21,True
0.001,0.7281742387506217,7.721879676576411e+16,0.07632624809115852,5199.4718356241965,2.4678455801672086,2.0769621396479443e-21,True
0.001,0.838416468405504,6.706540325846029e+16,0.08788169090000897,4515.800426739438,2.8414660472526316,3.1703123271013398e-21,True
0.001,0.9653488644416247,5.82470655151938e+16,0.10118657458729922,3922.0240322144145,3.271650934148985,4.8392216976446084e-21,True
0.001,1.1114982412630972,5.058823888758599e+16,0.11650575645341876,3406.32248010436,3.7669638337812152,7.386674946428968e-21,True
0.001,1.2797739613497678,4.3936460851918904e+16,0.13414419197551392,2958.429816635551,4.337264827644808,1.1275153355912336e-20,True
0.001,1.4735258512759046,3.815931597227262e+16,0.1544530054869704,2569.429944193106,4.993906768210646,1.7210596665120702e-20,True
